TimeEstimation,TimeReal,clear_description,counting,current_trial,current_type,english_first,user_id_concent,video_really_lasted,TimeOfDay,alone,knew
17,8,Clear,No,754,retro_hl,Yes,yvDJgZMEmrf9UfE,8103,9,Yes,No
25,24,Completely clear,No,132,retro_hl,Yes,NBkMF3Ufr8kcIth,50051,13,Yes,No
50,48,Somewhat unclear,No,2321,retro_hl,Yes,E3KkXnKYzwUFP3j,48252,17,Yes,No
15,12,Clear,No,2974,retro_hl,Yes,U3VX71VIkXk2wOB,13343,1,No,No
30,6,Completely clear,No,751,retro_hl,Yes,mvTRpyYsyp2DyCe,14313,9,Yes,No
5.5,16,Completely clear,No,2806,retro_hl,Yes,SjP1f3jGc5eSfYV,45986,15,Yes,No
25,48,Completely clear,No,2789,retro_hl,Yes,4cDp8VKroFMkK3m,48253,14,Yes,No
80,64,Clear,No,188,retro_hl,Yes,sgLhJJb5zfTw8P2,114301,8,Yes,No
35,24,Completely clear,No,2804,retro_hl,Yes,xdLp2yxXV2UafOe,24251,12,Yes,No
4,2,Clear,No,1914,retro_hl,Yes,7aNDH7PyUj6k1FQ,2655,11,No,No
100,64,Clear,No,3966,retro_hl,Yes,KNFXAca3VvgIF9J,64252,19,Yes,No
8,12,Clear,No,3829,retro_hl,Yes,tzjYytgNo9eSUke,46515,12,No,Yes
60,32,Somewhat unclear,No,2728,retro_hl,Yes,Xitwg4U8jJVtDFz,32115,12,No,No
10,12,Completely clear,No,3000,retro_hl,Yes,CN27NfJ56QbBoQU,12253,17,Yes,No
2,2,Somewhat unclear,Yes,2184,retro_hl,Yes,zpD7JbjuzC7ptqb,2004,3,No,Yes
15,12,Clear,No,2534,retro_hl,Yes,CYggySRRTvlrxcU,12251,13,Yes,No
10,8,Completely clear,No,2239,retro_hl,Yes,1P5idhuMBv2s8ha,8002,10,Yes,No
5,3,Clear,No,399,retro_hl,Yes,XjFqFpmh0otjMA4,19372,10,No,No
120,64,Completely clear,No,704,retro_hl,No,Fb9aPT68yYnC9hW,64107,18,Yes,Yes
10,6,Completely clear,No,2708,retro_hl,Yes,ZCZJtrOFfSpUYPO,6250,14,No,No
10,6,Completely clear,No,3011,retro_hl,Yes,7tHmJVQgqNBg36Y,6250,17,No,No
2,2,Completely clear,No,2833,retro_hl,Yes,PuHiMeKoLGl8hOI,2252,15,No,No
6,4,Completely clear,No,374,retro_hl,Yes,uJZholo1rSmrwpT,4502,14,Yes,No
30,24,Clear,No,337,retro_hl,Yes,0u6OTmRs5HtAYlh,24113,5,Yes,No
13.5,24,Completely clear,No,2753,retro_hl,Yes,MeS8PABiFqZhxNP,24252,17,Yes,No
25,48,Completely clear,No,827,retro_hl,Yes,h7gLHOihJrQ9ySh,70296,7,Yes,No
30,48,Completely clear,No,174,retro_hl,Yes,qhhoEfW9YFItaDw,48354,8,Yes,Yes
3,3,Somewhat unclear,No,495,retro_hl,Yes,qps4WqTszgUSIwV,3420,12,No,Yes
2,2,Clear,No,2781,retro_hl,Yes,2CzZzq7jShitxa7,2253,8,No,No
2,1,Completely clear,No,3021,retro_hl,Yes,1ndEoZjh5c8L1Um,1252,18,Yes,No
45,32,Clear,No,2682,retro_hl,Yes,dohniq59QbdE6gh,32502,15,Yes,Yes
3,16,Somewhat unclear,No,2597,retro_hl,No,K98dWL7vAfkJRF1,16001,10,Yes,No
1,3,Clear,No,2636,retro_hl,No,V5NLAM0gBmcwX8e,3002,14,No,No
70,24,Somewhat unclear,No,2660,retro_hl,Yes,KJCeM9D5mcH9Ngf,24000,15,Yes,No
60,64,Completely clear,Yes,559,retro_hl,Yes,KX0o1fcqnVMb55H,141989,24,Yes,Yes
15,3,Completely clear,No,2737,retro_hl,Yes,DK5NTEFaXBXuCYd,3004,12,No,No
1,64,Clear,No,2305,retro_hl,Yes,VvWbJsL2YgbJa20,51149,4,Yes,No
45,64,Clear,No,3093,retro_hl,Yes,OmQQ8Z1RQhVSh4x,64252,9,No,No
60,48,Clear,No,4013,retro_hl,Yes,Q4CLfU7QRqU5jHG,48260,10,No,No
3,6,Clear,No,335,retro_hl,No,J3zoZWSXzjGEYf0,6254,14,No,No
18,12,Completely clear,No,829,retro_hl,Yes,VJMQIb6IpXOooQK,12254,10,No,Yes
60,48,Clear,No,288,retro_hl,Yes,i7lLFAnQWfLAvPi,48254,13,Yes,No
4,64,Somewhat unclear,Yes,772,retro_hl,Yes,rKnClEDGDuHwqX8,13108,10,No,Yes
360,64,Clear,No,468,retro_hl,Yes,FucZBsGpmeTAWHb,64162,6,Yes,No
60,12,Clear,Yes,168,retro_hl,Yes,NPmNdxO84rIiMbh,12252,11,Yes,Yes
0.5,2,Completely clear,Yes,2925,retro_hl,Yes,2ke8YfVRbTKtdrC,2252,12,Yes,Yes
20,16,Completely clear,No,3912,retro_hl,Yes,SCvhdUUxzCjVuVz,16002,14,No,No
60,64,Clear,No,3969,retro_hl,Yes,mBRR00rfwuitRu8,64185,7,Yes,No
30,16,Clear,Yes,785,retro_hl,Yes,Vjc8o8xtUNIVqv2,16254,18,Yes,No
10,2,Completely clear,No,2391,retro_hl,Yes,rSt5kCBDpjrh322,2251,12,Yes,No
4,4,Completely clear,No,582,retro_hl,No,JFcIP8UXcdemtDI,4092,14,No,No
30,32,Completely clear,No,279,retro_hl,Yes,3G0LvzfPu4u1s2p,32359,11,No,No
0,8,Somewhat unclear,No,4055,retro_hl,Yes,vQL9XtSU0vahOyu,8054,12,Yes,No
10,16,Completely clear,No,733,retro_hl,Yes,Gvx0WWnZU3kusay,16251,13,No,Yes
15,24,Very unclear,No,2348,retro_hl,Yes,BtUWVsEVUTxshuY,24005,13,Yes,Yes
32,8,Clear,No,1829,retro_hl,Yes,qc9htcZo9RrfbIl,8253,5,Yes,Yes
2,3,Clear,No,403,retro_hl,Yes,UNB2834g6z98ZvG,3383,2,Yes,Yes
70,48,Completely clear,No,798,retro_hl,Yes,2XBLkwW3YDB06yJ,51729,10,No,No
8.4,12,Completely clear,No,1900,retro_hl,Yes,vAPUTg64g8ItnCt,18533,16,Yes,No
2,1,Clear,No,295,retro_hl,Yes,opA5coIXy7RIaj0,1252,10,Yes,Yes
0.2,1,Clear,No,1166,retro_hl,Yes,XpJi7Lk6eUAUqZo,1005,21,Yes,No
5,3,Completely clear,Yes,3024,retro_hl,Yes,C6aXwS0TXhOkRJG,25798,12,Yes,No
15,16,Completely clear,No,3910,retro_hl,Yes,yEbwYbXsE7bRLSp,16004,10,Yes,Yes
2.5,4,Somewhat unclear,No,2777,retro_hl,Yes,5hhvN4EKZRpDOc7,9113,13,Yes,No
4,4,Completely clear,No,4126,retro_hl,Yes,pMgviRd3793thLg,4005,13,No,No
9,8,Completely clear,No,32,retro_hl,No,cjNtsKHtzyccSyG,10412,13,No,No
50,48,Completely clear,No,503,retro_hl,No,WjnxFAm6Zizbo2h,56348,15,Yes,No
5,6,Completely clear,No,3939,retro_hl,Yes,YvS7oGgnpXvnyCe,6252,10,No,No
17,24,Clear,No,2826,retro_hl,No,S3MXz6LHVtVlShn,24961,12,Yes,Yes
15,16,Clear,No,762,retro_hl,Yes,YSiGYu3H8CSV0RQ,16080,17,Yes,No
30,32,Clear,No,2931,retro_hl,Yes,MoCw5YXUHhUQ5Vb,32252,10,No,No
70,64,Somewhat unclear,No,178,retro_hl,Yes,rdBcAhFfMGhfhbB,64249,10,Yes,No
2,1,Completely clear,No,3977,retro_hl,Yes,usjPZffvYkONCnG,1002,18,Yes,No
3,2,Completely clear,No,1739,retro_hl,Yes,X3LNrVLcWGAKDlV,2003,9,No,No
0.2,6,Somewhat unclear,No,199,retro_hl,No,YmNWdaopbQ4wZOP,6252,16,No,No
30,32,Clear,Yes,2623,retro_hl,No,uLGSU8B3LBzGkD0,32155,18,Yes,Yes
30,32,Somewhat unclear,No,903,retro_hl,Yes,rJQbNDiGl95HN6x,32001,15,No,No
2,2,Clear,No,46,retro_hl,Yes,WlWlHOl2CbEFzBK,2252,7,Yes,No
0.5,1,Clear,No,1894,retro_hl,Yes,sRJjXxHvlDvTbdy,1002,10,No,No
15,8,Completely clear,No,171,retro_hl,Yes,lRXwz8fjNI7dpuU,8333,16,Yes,Yes
45,32,Completely clear,No,29,retro_hl,Yes,2Go0NJeRgeBz1oa,72247,16,Yes,Yes
3,6,Completely clear,No,2532,retro_hl,Yes,wJGdQ02Cnka34WJ,6252,12,Yes,No
3,2,Completely clear,No,803,retro_hl,Yes,g8aJrKU2GB8kSX1,2005,15,Yes,No
5,12,Completely clear,No,24,retro_hl,Yes,gd8glgnaUXlN8lQ,16823,16,No,No
3,4,Somewhat unclear,No,2509,retro_hl,Yes,eKXFQN3CHvmMCCu,4004,11,No,No
8,8,Clear,No,2242,retro_hl,Yes,P1a0LE6kNZyHTWJ,8251,8,No,No
9,12,Clear,No,4027,retro_hl,Yes,g3YVrNknIQ5dHWu,22906,13,Yes,Yes
3,1,Clear,No,3756,retro_hl,Yes,ZLpKBfOw1Jo1eND,1002,19,Yes,No
15,12,Clear,No,3732,retro_hl,Yes,Vp0FIiHl4VKzjNZ,28240,10,No,No
40,32,Somewhat unclear,No,425,retro_hl,Yes,JkxS0PglO5m53OX,32252,12,Yes,No
4,3,Completely clear,No,66,retro_hl,Yes,J1e7J8z29Zgq4yR,3001,10,No,No
3,6,Somewhat unclear,No,275,retro_hl,Yes,NuL0ySJzrKYz0Cf,6251,12,Yes,No
5,12,Clear,No,1,retro_hl,Yes,N3nT7iNFm0JnTp7,12001,10,No,No
120,64,Completely clear,No,3104,retro_hl,Yes,6RBdMQaufV7OyAo,64253,4,Yes,No
15,24,Completely clear,No,16,retro_hl,Yes,Tw14tM87kSLt1xc,24252,8,Yes,No
3,3,Clear,No,2645,retro_hl,No,cYleF6HQrGTnoEl,3004,18,Yes,No
1.2,1,Completely clear,No,3955,retro_hl,No,kfYrkEczpsIky8F,1252,17,Yes,No
5,4,Completely clear,No,2706,retro_hl,Yes,0SMmzLz6SpO6Dqt,9291,4,Yes,No
0.1,1,Very unclear,Yes,3855,retro_hl,Yes,jByJc8TChC65MVn,1258,6,No,Yes
15,8,Clear,No,28,retro_hl,No,PUhPCzgqdD0NP5g,8252,17,Yes,No
5,6,Completely clear,No,3312,retro_hl,Yes,SIuNiS29sQMnWXZ,6046,2,Yes,Yes
4,6,Completely clear,No,2449,retro_hl,Yes,GkNM86QGZZKELsH,6256,17,Yes,No
75,32,Completely clear,No,379,retro_hl,Yes,MulBxDG67bzCErb,34809,12,Yes,No
8,8,Completely clear,No,3936,retro_hl,Yes,pmme9KW84mNCtYk,8257,10,Yes,No
6,8,Completely clear,No,3363,retro_hl,No,DlMRtoIbB5tEczX,8254,15,No,No
30,32,Completely clear,No,604,retro_hl,Yes,Uca721ZRoFP0WbN,32252,14,Yes,No
29.9,12,Somewhat unclear,No,2077,retro_hl,Yes,hehFXjnv4u1MLvW,42743,13,No,No
60,48,Completely clear,No,2655,retro_hl,Yes,AyI4g8GNGamN8kL,73467,2,No,No
60,48,Clear,No,3219,retro_hl,Yes,1TWIhJqaOVxUkfh,49135,12,No,No
17,8,Clear,No,162,retro_hl,Yes,JLHnOeR9UODkp5T,15327,18,Yes,No
30,24,Somewhat unclear,No,3049,retro_hl,Yes,Ap5CKO3js8HvoGx,36178,12,No,No
7,3,Clear,No,325,retro_hl,Yes,paswgYvRNPXjPDq,18777,16,Yes,No
90,64,Clear,No,3700,retro_hl,Yes,MRamU92S7BE4mBp,66126,15,Yes,Yes
3,1,Completely clear,No,1910,retro_hl,Yes,bpHTFvhYxJjDmXG,1002,12,Yes,No
90,64,Somewhat unclear,No,53,retro_hl,Yes,vr6AuuP7DLmVFm5,64003,17,No,Yes
6,6,Completely clear,Yes,766,retro_hl,Yes,ICaMaSAHfir8KUv,6001,18,Yes,Yes
3,3,Completely clear,No,160,retro_hl,Yes,7gh3OrIUgmm0e5e,3505,17,No,No
10,16,Completely clear,No,3022,retro_hl,Yes,ue2bTdhix2A2kyD,16001,19,Yes,No
40,64,Clear,No,267,retro_hl,Yes,XpcXVhWUf7xxi5r,64250,11,Yes,No
10,4,Completely clear,No,4062,retro_hl,Yes,jEtRTwskqSplzyy,8507,3,Yes,Yes
30,32,Somewhat unclear,No,2123,retro_hl,Yes,cT40fSowUSkOciJ,59189,15,Yes,No
4,2,Clear,No,3278,retro_hl,Yes,UeCwUuQizi3pX8c,2252,6,Yes,Yes
1,1,Completely clear,No,359,retro_hl,Yes,sZ649cH9KTnhcm4,1002,12,Yes,No
3,3,Somewhat unclear,No,231,retro_hl,Yes,s7upKASyhlv3cAg,3005,10,No,No
20,32,Completely clear,No,31,retro_hl,Yes,S7uoghvAILWxeOr,34428,15,No,Yes
2,4,Completely clear,No,2510,retro_hl,Yes,v0lIntG8fBKOhvl,4252,9,Yes,No
60,32,Completely clear,No,4034,retro_hl,Yes,qqAMhYsut0ajU4s,32252,12,Yes,Yes
50,32,Completely clear,No,2392,retro_hl,Yes,bftl0WoQGMmZzJm,32253,17,Yes,Yes
2,2,Completely clear,No,224,retro_hl,Yes,u25ClT0Eo7O5IIe,2254,16,Yes,No
59,24,Clear,No,2791,retro_hl,Yes,kK940v6IGa5Hv4G,24252,13,Yes,No
30,16,Completely clear,No,39,retro_hl,Yes,ssNyQUVXVcJjxGV,16502,13,Yes,No
2,1,Completely clear,No,407,retro_hl,Yes,jNKFndC7GBSLUQA,1004,16,Yes,Yes
10,8,Clear,No,280,retro_hl,Yes,tJcsGviCHbxbdQ6,9095,14,Yes,No
3,4,Completely clear,No,626,retro_hl,Yes,ZAesS0fKGqAtHbv,4252,18,Yes,Yes
45,32,Somewhat unclear,No,2598,retro_hl,Yes,NPguZQz0rbUfyBZ,32001,4,Yes,No
6,6,Completely clear,No,759,retro_hl,Yes,wcLC5ctQ3kKvHhK,7501,10,No,Yes
5,6,Completely clear,No,2397,retro_hl,Yes,6PckKyZesrf7G2C,6001,9,Yes,No
3,4,Completely clear,No,1974,retro_hl,No,7XfPCSptEEf93Hs,4253,16,No,Yes
90,64,Clear,No,2751,retro_hl,Yes,23zGcsJugC0tn9q,64255,7,Yes,No
120,48,Clear,No,656,retro_hl,Yes,hV7oQKaACekh9Bf,114625,9,Yes,No
7,8,Clear,No,1995,retro_hl,Yes,ZsUpziR3lZi9aNR,8086,15,Yes,No
20,16,Clear,No,261,retro_hl,Yes,Lq6bCVIu9IYD32N,16250,10,No,No
3,2,Somewhat unclear,No,2650,retro_hl,No,726p6hefA76NDMl,13438,16,No,No
30,24,Completely clear,No,3822,retro_hl,Yes,Ph5KOTt7fLMOQEb,24252,17,Yes,Yes
18,12,Clear,No,2177,retro_hl,Yes,4yPp1B4BxG9ojPI,12250,2,No,No
30,24,Clear,No,662,retro_hl,Yes,D2lyLERyHT7iiyo,24083,8,Yes,No
40,24,Clear,No,469,retro_hl,Yes,lGzBc94q0mjxD1P,24250,10,Yes,No
10,3,Completely clear,No,3369,retro_hl,Yes,c34T1oDWlNQdC0g,3251,4,No,No
2,64,Completely clear,No,2634,retro_hl,Yes,fEQVwnrRAIbcnnQ,64249,10,Yes,Yes
15,48,Completely clear,No,2841,retro_hl,Yes,tVKDfeQcPLiwT72,48254,4,Yes,No
0.2,6,Clear,No,722,retro_hl,Yes,75IUEg25SJAvHJg,6002,15,No,No
7,2,Completely clear,Yes,206,retro_hl,Yes,h9evjAP35ivOWzt,2001,13,Yes,Yes
30,48,Completely clear,No,258,retro_hl,Yes,bSwhEaZMnM6ieTS,55243,10,Yes,No
3,1,Clear,No,2930,retro_hl,Yes,Iqvmdv6ZS5IBHqa,1501,18,Yes,No
60,64,Clear,No,211,retro_hl,Yes,kUKxSmJcinovIP7,64136,13,No,No
10,6,Clear,No,2468,retro_hl,No,PlNsmeWZMgBJjzD,18311,9,No,Yes
30,32,Somewhat unclear,No,3299,retro_hl,Yes,leQuaHWsZhCBtC6,59051,7,Yes,No
40,16,Completely clear,Yes,640,retro_hl,Yes,Ovr5nUhr7HCXGs3,16001,18,Yes,Yes
15,16,Clear,Yes,2714,retro_hl,Yes,WOz6tiudlhhdKhi,16252,10,Yes,Yes
5,4,Clear,No,782,retro_hl,Yes,DJYTFSLRLwds4WQ,4696,12,Yes,No
0.2,1,Completely clear,Yes,2776,retro_hl,Yes,RPjxqVeECLFW96F,1006,0,Yes,Yes
5,4,Completely clear,No,2433,retro_hl,Yes,vv1JzDiA3OAx3DE,4250,12,Yes,No
3,3,Clear,No,444,retro_hl,Yes,ClHDXSplcjFDZ2p,3252,10,Yes,No
20,24,Clear,No,496,retro_hl,Yes,3cG1KcDGzVqDrRi,24001,10,Yes,No
10,12,Completely clear,No,3257,retro_hl,Yes,uywN88q2GLfgg9Z,12251,13,Yes,No
25,32,Completely clear,No,367,retro_hl,Yes,Isc1XlhgaMkNW1u,32253,17,Yes,No
15,64,Somewhat unclear,No,4202,retro_hl,Yes,5wdcGqSuR9nrr3c,64251,12,Yes,No
250,48,Somewhat unclear,No,2189,retro_hl,Yes,7NqWF7R2uC0qp1i,48217,14,No,No
5,3,Completely clear,No,695,retro_hl,Yes,vXskMNm3WFqD9Rp,3253,8,Yes,No
30,16,Clear,No,3200,retro_hl,Yes,33UDs7G2WMMyNim,16004,13,No,Yes
0,12,Clear,No,3282,retro_hl,No,zsvO2syPVeSH2ef,44043,22,No,Yes
13,3,Completely clear,No,299,retro_hl,Yes,Rj3l8ofYHm4GuYv,11977,4,Yes,No
45,48,Clear,No,3869,retro_hl,No,AFi0y9lHkXJQl7S,48101,16,Yes,No
5,8,Clear,No,2778,retro_hl,Yes,KtpDKX5J7tWRKEK,10103,12,Yes,No
30,24,Clear,No,2181,retro_hl,Yes,h2pzP3xqKbTe8Um,35860,12,No,No
30,4,Clear,No,739,retro_hl,Yes,8orBk8tRTdSt4kK,5787,13,Yes,No
60,48,Clear,No,368,retro_hl,Yes,9LTNRoET62wGKCi,48004,12,Yes,No
20,4,Clear,No,4274,retro_hl,Yes,0zlwygb52lXTDwM,28974,10,No,No
60,48,Clear,No,2571,retro_hl,Yes,zm1ZUsk3NgqApbb,48000,9,Yes,No
10,24,Completely clear,No,4251,retro_hl,Yes,nLr8cyReW12vt0j,24251,8,Yes,Yes
5,4,Completely clear,No,569,retro_hl,Yes,bt3WqdmjVDeu0k0,4005,10,Yes,Yes
3,2,Completely clear,No,720,retro_hl,Yes,wpTMkwMx2qIwAxZ,2002,13,Yes,No
2,1,Completely clear,No,152,retro_hl,Yes,z4KzkiEEY2G8Syp,1251,14,Yes,No
20,32,Clear,No,341,retro_hl,Yes,WCjRdOeaLHbARc4,32253,17,Yes,Yes
6,4,Clear,No,529,retro_hl,Yes,iy4Yq3y6lZSkWSb,4255,11,Yes,No
20,24,Somewhat unclear,No,186,retro_hl,Yes,zY1EDb16VigCSCC,24003,14,Yes,Yes
45,48,Completely clear,No,2800,retro_hl,Yes,z5vI06HfmlicslB,48254,2,Yes,No
5,8,Completely clear,No,819,retro_hl,Yes,LtiJoyKVk1YstyE,8004,10,No,No
2,64,Clear,No,373,retro_hl,Yes,l0avpG2wMv8lI5S,64251,18,Yes,No
35,64,Completely clear,No,745,retro_hl,Yes,1NzZ43cskdmpav2,66630,3,Yes,No
35,12,Clear,No,1164,retro_hl,Yes,wwmiFp5QAiLiZDa,17321,14,Yes,No
10,16,Completely clear,No,2115,retro_hl,Yes,Wg9MSfXDdGYRYQS,16251,6,Yes,No
0.6,8,Somewhat unclear,No,2605,retro_hl,Yes,y2AAIpfdajyp02Y,8390,14,Yes,No
15,4,Somewhat unclear,No,10,retro_hl,No,aaGdfwZEiSx3jsD,4251,18,No,No
5,3,Somewhat unclear,Yes,2227,retro_hl,Yes,M4rdIIaJCh4HKww,3000,9,No,Yes
40,16,Clear,No,2238,retro_hl,Yes,uXo51YGBsjtFDOD,16252,14,Yes,No
90,64,Clear,No,2770,retro_hl,Yes,6QnzbVPYCAYwMKp,124644,16,Yes,No
20,48,Somewhat unclear,No,2577,retro_hl,Yes,NhD16fpjb9kvvTR,51161,22,Yes,No
2,2,Clear,No,2649,retro_hl,Yes,A1XtkB0r9AhmRXI,2052,16,Yes,No
5,8,Clear,No,2669,retro_hl,Yes,635aNAi4Swlc5hm,8002,10,No,No
90,48,Clear,No,689,retro_hl,Yes,zuaXMANK8hp5mqg,54402,17,Yes,No
23,32,Clear,No,2089,retro_hl,Yes,6rGpLmAvaCZNxlA,32005,15,No,Yes
60,48,Clear,No,2684,retro_hl,No,WcZNgaidl488An5,48132,9,Yes,Yes
20,24,Completely clear,No,4185,retro_hl,Yes,35LmWMhqEZQb5Q0,52010,10,Yes,No
8.3,12,Clear,No,2195,retro_hl,Yes,guBA98b92manxlY,12251,13,No,No
8.4,8,Completely clear,No,2643,retro_hl,Yes,CEb9MgvQQ1WAoeI,8250,8,Yes,No
3,3,Clear,No,2306,retro_hl,Yes,brZkUwnQrpucC22,3253,15,No,No
12,12,Somewhat unclear,Yes,2554,retro_hl,Yes,KUMsWwk2YXGq61z,12255,14,Yes,No
3,4,Clear,No,2752,retro_hl,Yes,Q44v0Iw0s7Xa5MN,5001,3,No,Yes
50,48,Clear,No,2758,retro_hl,No,pMSNy3gfgWxLrMl,48140,19,Yes,No
20,32,Somewhat unclear,No,2248,retro_hl,Yes,lRHGROiRswU2q1E,32002,15,Yes,Yes
45,24,Clear,No,3984,retro_hl,Yes,Pgc4JjEGWjcO9Wm,24001,16,Yes,No
8,6,Clear,No,2203,retro_hl,Yes,iVChRVjvJkcXDNd,6205,12,Yes,No
30,64,Clear,No,3076,retro_hl,Yes,EKma92lz7nObLf8,64258,14,No,No
