TimeEstimation,TimeReal,clear_description,counting,current_trial,current_type,english_first,user_id_concent,video_really_lasted,TimeOfDay,alone,knew
2,1.5,Clear,No,2766,prosp_ll,Yes,qXWncTioY9sjrDL,1751,,,
2,6,Clear,No,2747,prosp_ll,Yes,4LBo4hRWIGoOU30,7383,,,
2,1,Somewhat unclear,No,2939,prosp_ll,Yes,CORoerUpZqRqtJK,1487,,,
1,1,Somewhat unclear,No,3694,prosp_ll,Yes,vOd0woZDNuaHW1a,1005,,,
1,1,Completely clear,No,1832,prosp_ll,Yes,fszBA2DzAKZazZ3,1050,,,
7,6,Completely clear,No,751,prosp_ll,Yes,2qNwZtusN313ZXp,6008,,,
4.6,1.5,Clear,No,1359,prosp_ll,No,hHiJi0LlzJQCp4R,1512,,,
35,32,Clear,No,2428,prosp_ll,Yes,AVeSxVQ2VTVoIil,32134,,,
60,64,Completely clear,No,3214,prosp_ll,Yes,AxVwA4Z5bdENFhd,64252,,,
10,12,Completely clear,Yes,1196,prosp_ll,Yes,ynvPrCbCXMcYMhK,12100,,,
10,8,Completely clear,No,2088,prosp_ll,Yes,rzAqPDf3zUD9n3D,8002,,,
6,6,Completely clear,No,3889,prosp_ll,Yes,pk3CiNXtIpVJ0Uj,6191,,,
1,2,Completely clear,No,4195,prosp_ll,Yes,aG9MDwwUKVvk6jD,2001,,,
3,1,Clear,No,538,prosp_ll,Yes,8Tbpamq84krCw0j,1000,,,
4,3,Completely clear,No,2819,prosp_ll,Yes,KLQDKDUFstu3rep,3001,,,
4,1.5,Completely clear,No,2774,prosp_ll,Yes,YoojStJhtcEclCa,3501,,,
2,1,Somewhat unclear,Yes,3151,prosp_ll,Yes,JzjggRVVfr6Ye6B,1004,,,
10,2,Completely clear,No,1466,prosp_ll,Yes,oMcyVCwTvtB5etf,2004,,,
4.7,4,Completely clear,Yes,1089,prosp_ll,Yes,Wv7YkQxUA5PKLHN,4161,,,
10,8,Clear,No,3769,prosp_ll,Yes,Zibgnp3tdO6KBuC,8001,,,
6,4,Completely clear,No,3866,prosp_ll,Yes,dTIpFMZKzK4JuWU,4251,,,
100,64,Completely clear,No,2575,prosp_ll,Yes,fz1RtYdSHEXadqV,64531,,,
2,1,Clear,No,3704,prosp_ll,Yes,iCXOG9Af6DcdUEE,1251,,,
10,24,Very unclear,No,3785,prosp_ll,Yes,tfOXbCk4x44xfwD,24001,,,
45,16,Completely clear,No,3591,prosp_ll,Yes,PCQFryEh66q88Lh,16000,,,
3,1.5,Completely clear,No,1476,prosp_ll,No,Bsc5W3KK2dv8Udm,1500,,,
10,6,Completely clear,No,253,prosp_ll,Yes,BNgP2WrsFNR38wr,6252,,,
3,1.5,Clear,No,4108,prosp_ll,Yes,EJO7TYtzpeTR4pV,2259,,,
20,8,Completely clear,No,3516,prosp_ll,Yes,AmA7B2XJyQcc53u,8501,,,
8,16,Completely clear,No,3587,prosp_ll,Yes,UdL2aTvO9Kms9Pu,16134,,,
30,64,Clear,No,3904,prosp_ll,Yes,BKDpULjxHHXdsvv,49029,,,
35,24,Clear,No,3661,prosp_ll,Yes,J89ajNMIHGwgov2,34420,,,
30,32,Clear,No,2640,prosp_ll,Yes,KHHUlrolplVtbnz,32253,,,
45,32,Clear,Yes,3205,prosp_ll,Yes,toLhezErfOQtaXc,32002,,,
1,1,Completely clear,No,2076,prosp_ll,Yes,YCWhalyUGkEnAYj,1252,,,
90,48,Completely clear,No,2898,prosp_ll,Yes,UavVqcwXb58ujDX,48001,,,
5,4,Clear,No,4088,prosp_ll,Yes,fj6fsW8bFAwIHrX,4257,,,
6,4,Completely clear,No,985,prosp_ll,Yes,C0v6RSpwwzVyf7t,5789,,,
60,32,Clear,No,3592,prosp_ll,Yes,qTdVbW4QfROKJQ7,32079,,,
1,1.5,Completely clear,No,3371,prosp_ll,Yes,c75QgwAhJSXHrBH,2010,,,
50,48,Completely clear,No,1857,prosp_ll,Yes,gKnsnWjh5TSSGV7,48250,,,
15,12,Completely clear,No,2126,prosp_ll,Yes,IVORINiGEXXY3ht,12002,,,
1,12,Completely clear,No,4209,prosp_ll,Yes,KfPZLLnmmtJUF2R,16362,,,
10,12,Completely clear,No,2769,prosp_ll,Yes,YGDRH4tp9JuJq5p,12004,,,
3,4,Clear,No,1983,prosp_ll,Yes,xV209askBxkLaRU,4001,,,
0.6,6,Completely clear,No,2384,prosp_ll,Yes,FsDVzpcbeFQhJbi,41655,,,
9,12,Completely clear,No,2534,prosp_ll,Yes,qPWI9qi8FUHJJwr,12100,,,
12,3,Clear,Yes,463,prosp_ll,Yes,l9HtOPLfeUAZ59R,3000,,,
5,8,Clear,No,954,prosp_ll,Yes,rKe8sTXj4CO0XZj,8253,,,
2,1.5,Clear,No,2442,prosp_ll,Yes,TNHayoOJOrP9EwV,1501,,,
3,2,Completely clear,No,1977,prosp_ll,Yes,87iCW8OKQzkzZkU,2252,,,
15,8,Clear,No,3605,prosp_ll,Yes,tf6PaHqD3Is14gk,8252,,,
1,1.5,Completely clear,No,1734,prosp_ll,Yes,MGiZHyaIQ1Sogmy,1598,,,
3,3,Completely clear,No,3285,prosp_ll,Yes,jdYuGNdKNIwzutS,3252,,,
0.7,1.5,Completely clear,No,392,prosp_ll,Yes,ZgLq5Hc2pJ5kLce,1502,,,
10,8,Completely clear,No,434,prosp_ll,Yes,9EytqduvREDdkf3,8130,,,
2,3,Clear,Yes,1929,prosp_ll,Yes,4PQN1R6O7VwXLst,4013,,,
20,12,Clear,No,4269,prosp_ll,Yes,30FXwCAU9ma1zPF,12252,,,
120,48,Clear,No,2647,prosp_ll,Yes,Fy6K5IahQdnzAF2,102263,,,
10,64,Somewhat unclear,No,3810,prosp_ll,Yes,Ag31kBTUjoY0ljA,47930,,,
5,1.5,Clear,No,1129,prosp_ll,Yes,N4Jlqz8Wq7BbFF8,1503,,,
36,48,Completely clear,No,891,prosp_ll,Yes,RWnY4jip88BSzvC,95412,,,
2,16,Somewhat unclear,Yes,1689,prosp_ll,Yes,ubYjLEYn7jsqeFC,16560,,,
3,1.5,Completely clear,No,2413,prosp_ll,Yes,yI2FN0DyqjpHj2a,1502,,,
10,2,Completely clear,No,2028,prosp_ll,Yes,zhQho9iHmuIkkjY,2000,,,
0.3,6,Somewhat unclear,No,4005,prosp_ll,No,LZOQuPPKnLfRjHj,6252,,,
5,6,Completely clear,No,2721,prosp_ll,Yes,syj3P15gDrBIy5g,6002,,,
10,8,Completely clear,Yes,3920,prosp_ll,Yes,6uRCVCwNeqwGFbL,9732,,,
3,3,Clear,Yes,802,prosp_ll,Yes,EFJaSL2gfHFe9YY,3002,,,
10.1,1.5,Completely clear,No,3834,prosp_ll,Yes,zT8gPs1Q2h6cA4x,1649,,,
25,12,Completely clear,No,1897,prosp_ll,Yes,boho0FsY7AbgJ7N,11520,,,
5,12,Clear,Yes,2587,prosp_ll,No,ZVNwGbxWtcBjk4w,20935,,,
1,3,Clear,No,2056,prosp_ll,Yes,QVyyY0UpQK7mjb7,3477,,,
15,16,Completely clear,No,3775,prosp_ll,Yes,0m7ZF2tgtzjhXWU,16188,,,
2,8,Very unclear,Yes,2891,prosp_ll,Yes,ho6oB0grpAFuJvZ,15211,,,
30,8,Clear,No,3915,prosp_ll,Yes,nVDYK33NcOiDdbd,25635,,,
120,48,Completely clear,No,3287,prosp_ll,Yes,NlTOTVv5w1aePLt,48004,,,
30,48,Completely clear,No,2025,prosp_ll,Yes,2DKYZzXg0DeYgID,48553,,,
3,2,Clear,No,3137,prosp_ll,Yes,jO281eNrcz1PLmv,2253,,,
9,64,Somewhat unclear,Yes,3384,prosp_ll,Yes,BMUS6hjNgaK9XQl,7280,,,
30,12,Completely clear,No,4174,prosp_ll,Yes,DgwRm3UMNJIC5DB,12004,,,
0,8,Clear,Yes,3635,prosp_ll,Yes,kWrEf4fAOdm9nVj,8002,,,
0.5,1.5,Somewhat unclear,No,2231,prosp_ll,Yes,DbIv8j8MjMU1q2v,1501,,,
50,32,Completely clear,No,3016,prosp_ll,Yes,98UlxegGd9kDdcb,32253,,,
152,64,Clear,No,3297,prosp_ll,Yes,t55UUcjeDWKUfK8,79305,,,
2,1.5,Clear,No,625,prosp_ll,Yes,ygdxdDdCItgzYLG,1654,,,
1,3,Clear,No,774,prosp_ll,Yes,TfLj8dwB5lwCfCl,3003,,,
5.5,6,Completely clear,No,1959,prosp_ll,Yes,zg4PjrHkKpYTKlO,6002,,,
15,32,Somewhat unclear,No,2565,prosp_ll,Yes,mDsh3yr4NLG5CF4,32002,,,
30,32,Clear,No,3289,prosp_ll,Yes,FCQ3Oi88nI5ia4f,32059,,,
2,1.5,Somewhat unclear,No,1161,prosp_ll,Yes,fddsXpyJ6Zf47rC,1501,,,
4,4,Completely clear,No,2725,prosp_ll,Yes,UWg5CthDceTN1QW,4009,,,
60,32,Completely clear,No,3772,prosp_ll,Yes,FVDAEg8vUu4lk4G,32001,,,
10,12,Clear,No,3699,prosp_ll,Yes,GtXuK9Wbp9mNfbM,12253,,,
15,48,Completely clear,No,8,prosp_ll,Yes,NsqlNmgsNRmbvFG,54191,,,
20,16,Clear,No,1810,prosp_ll,Yes,CwjVA4y2gRWlfJp,16210,,,
17,48,Somewhat unclear,No,4271,prosp_ll,No,g2EBVgDFjIVwPIV,48006,,,
30,32,Clear,No,1705,prosp_ll,Yes,vyjmUECn246jiQk,32254,,,
1,1.5,Completely clear,No,1545,prosp_ll,No,I9YPL0vECrachaf,1501,,,
25,24,Completely clear,No,3359,prosp_ll,Yes,JoUCosxlKYXA559,24115,,,
15,32,Completely clear,No,4189,prosp_ll,Yes,sPJttz04j2llEhy,33038,,,
10,16,Clear,Yes,3231,prosp_ll,No,tAYF8z7L6h1oOCC,46952,,,
1,1,Clear,No,3994,prosp_ll,Yes,XB6PDm3eUdN25KO,1005,,,
2,1.5,Completely clear,No,3743,prosp_ll,Yes,Jq9TMRWs3eN602k,1602,,,
2,1.5,Clear,No,2375,prosp_ll,Yes,Sl0q1PKyKaykj1x,1594,,,
50,64,Clear,No,4207,prosp_ll,Yes,4xeGQzta7j4f9ix,64253,,,
0.4,1,Completely clear,No,3547,prosp_ll,Yes,hTRzayM7WsFKt39,1091,,,
5,3,Clear,No,3557,prosp_ll,Yes,flAJ9l8ohLjfTSt,3252,,,
110,64,Clear,No,3320,prosp_ll,Yes,uf29oNnoCGFneMn,64247,,,
3,2,Clear,No,4081,prosp_ll,Yes,ic3yIviEq3vq5Et,2004,,,
2,3,Somewhat unclear,Yes,4228,prosp_ll,Yes,xXhsDIS8bI5bfc3,3250,,,
4,6,Completely clear,No,1987,prosp_ll,Yes,LGqPJRGIknqEWxy,6114,,,
3,1,Completely clear,Yes,2699,prosp_ll,Yes,W7mFUA4pFsx7iEC,1021,,,
5,2,Completely clear,No,206,prosp_ll,Yes,gBJR3ictc540YdD,2181,,,
60,64,Completely clear,No,3485,prosp_ll,Yes,aiTl9XcC8XqckC2,67286,,,
5,2,Completely clear,No,2192,prosp_ll,Yes,9ZeLozYzmUIy0N0,2003,,,
5,3,Somewhat unclear,No,650,prosp_ll,No,IOJQafXV5pNygck,3004,,,
11,12,Completely clear,Yes,3962,prosp_ll,Yes,lDub9QbJNDT7VZ6,12001,,,
15,12,Completely clear,No,3862,prosp_ll,Yes,ykLDfBdsxF61QAD,29552,,,
15,16,Clear,No,909,prosp_ll,Yes,HMDlrhS9gAnzaoR,16252,,,
8,8,Somewhat unclear,No,1055,prosp_ll,Yes,NQJLBEXkKLEgERi,8053,,,
4,8,Clear,No,3119,prosp_ll,Yes,EN265Kf2NYsHqQX,8125,,,
1,1.5,Somewhat unclear,Yes,2736,prosp_ll,Yes,2qJGusP5AMrh0OW,1502,,,
10,4,Completely clear,Yes,3964,prosp_ll,Yes,Kbl7goyumPsYAnZ,11645,,,
2,1,Completely clear,No,26,prosp_ll,Yes,zPbK8HtzjV8V2pK,1003,,,
60,48,Completely clear,No,3926,prosp_ll,Yes,bwHtDn6IuRH3cTp,91923,,,
125,24,Clear,No,3655,prosp_ll,Yes,1nDEW5VdQeWkT8o,119882,,,
35,48,Clear,No,2698,prosp_ll,Yes,s72U5auXzQ5aXW2,48042,,,
0.7,4,Completely clear,Yes,3922,prosp_ll,Yes,d0Rns5RUmv9gb20,14569,,,
0.5,1,Clear,No,4288,prosp_ll,Yes,dp9UfmX3FEFmq6G,1253,,,
3,1.5,Clear,No,1729,prosp_ll,Yes,vVzvHZvYQJQ89WS,1751,,,
30,24,Completely clear,No,3958,prosp_ll,Yes,7ivxnumBO4sBanD,71821,,,
60,4,Completely clear,No,3797,prosp_ll,Yes,OQYnp5NvFZdLgtH,132004,,,
10,3,Clear,No,3658,prosp_ll,Yes,w6xVenkVwUkkKGW,10682,,,
15,8,Completely clear,No,1663,prosp_ll,Yes,MKwEWFRTWMJhZrd,8001,,,
12,12,Completely clear,Yes,2083,prosp_ll,Yes,pvAIQU1FCm2XHzk,12714,,,
1.9,1,Completely clear,No,1283,prosp_ll,Yes,RjNgbIMi98xfeZT,1252,,,
2,1.5,Completely clear,No,169,prosp_ll,Yes,VMMwjbkxATARfuP,1511,,,
5,4,Completely clear,No,3152,prosp_ll,Yes,BKrGunNP5VTOmMK,4251,,,
3,3,Clear,No,4032,prosp_ll,Yes,JgGuOPJiueE43BG,3253,,,
4,2,Clear,No,167,prosp_ll,No,jP23MY3MMw62Kys,2001,,,
10,2,Clear,Yes,3237,prosp_ll,Yes,DdlGI34E1jITxtg,2707,,,
12,6,Completely clear,No,3550,prosp_ll,Yes,HQGNc01atiQ99a0,6256,,,
60,48,Completely clear,No,2946,prosp_ll,Yes,ygOeLVYMB21H1Pi,48001,,,
1,3,Somewhat unclear,No,3945,prosp_ll,Yes,HDJlLq3bXzS29xR,3011,,,
14,12,Completely clear,No,614,prosp_ll,Yes,8nOhtU9zeLWy4D3,12254,,,
15,24,Completely clear,No,3028,prosp_ll,Yes,hxaJ1GLp1w7Jgz0,24003,,,
2,1.5,Clear,No,3827,prosp_ll,Yes,zxDrVzNFRYm8KLQ,1752,,,
90,32,Completely clear,No,277,prosp_ll,Yes,MVbsVO0ZLggmfZJ,32002,,,
1,1,Completely clear,No,1605,prosp_ll,Yes,uK47clClKPpkeyh,1522,,,
5,12,Clear,No,3248,prosp_ll,Yes,GVzGl8COcja2a9v,12020,,,
2,3,Completely clear,No,3267,prosp_ll,Yes,vEKsQuYgZ1HKyvi,3003,,,
2,1.5,Completely clear,No,2342,prosp_ll,Yes,W1FulUhhzmn7RNm,1752,,,
20,48,Clear,No,2100,prosp_ll,Yes,O5zXopxwLN7fnVe,48628,,,
18.5,6,Completely clear,No,6,prosp_ll,Yes,aQk2gfLLfgjWlXd,16892,,,
31,48,Somewhat unclear,No,2151,prosp_ll,Yes,IPdq0kMRA4vzPuX,32233,,,
40,48,Clear,Yes,4013,prosp_ll,Yes,V3YjUAoSxUQMOZV,48263,,,
10,1,Somewhat unclear,No,3656,prosp_ll,Yes,DzPqIcSRl4D134k,17671,,,
6,4,Somewhat unclear,No,3702,prosp_ll,Yes,DUY0jw2qCaemJ29,18401,,,
100,48,Completely clear,No,1201,prosp_ll,No,mqKRmKoiCbAmoW5,48256,,,
3,3,Completely clear,No,2767,prosp_ll,Yes,UIuwCzeuv97E6Kv,3062,,,
4,4,Clear,No,875,prosp_ll,Yes,W7GOJKXWXvkAvVQ,4252,,,
30,48,Completely clear,No,1835,prosp_ll,Yes,CJJLodHFrxeQSi3,48253,,,
90,64,Completely clear,No,2351,prosp_ll,Yes,ex5KCD2DEPVMzyo,64252,,,
3,3,Completely clear,No,3510,prosp_ll,Yes,uacLwaGXBN4k5h5,3005,,,
18,48,Completely clear,No,1738,prosp_ll,Yes,lQ880pKzKk6dOh6,49882,,,
2,1.5,Completely clear,No,1783,prosp_ll,Yes,BpBgtN5vXnXFJQT,2257,,,
55,2,Very unclear,No,386,prosp_ll,Yes,ezyf86uYleXEiiP,36124,,,
4,3,Completely clear,No,760,prosp_ll,No,iXrEXXBUfPaYvqC,3002,,,
20,12,Completely clear,No,2009,prosp_ll,Yes,kx1X6JLYqZR1kL3,12256,,,
3,1.5,Clear,No,2723,prosp_ll,Yes,8K8Iv7BU4yJCv3n,1713,,,
15,24,Clear,No,968,prosp_ll,Yes,KC6ps6bdGfuasAB,24251,,,
2,1,Completely clear,Yes,3224,prosp_ll,Yes,96g2itLj072nhgk,1005,,,
35.5,48,Somewhat unclear,No,645,prosp_ll,Yes,jzp7wVpqzuTOIjg,48254,,,
2,12,Clear,No,1207,prosp_ll,Yes,l9D6qcaOVe7bGlx,12480,,,
2,2,Completely clear,No,3171,prosp_ll,Yes,8dDooK3YKnMDE2m,2254,,,
10,24,Completely clear,Yes,2720,prosp_ll,Yes,weVsKZon7c1KvGU,24154,,,
72,48,Clear,No,3746,prosp_ll,Yes,ccczTXD98dXZ25A,50414,,,
3,3,Completely clear,No,1264,prosp_ll,Yes,OsJ0JFUovvHWISn,3003,,,
45,24,Somewhat unclear,No,3116,prosp_ll,Yes,jWreBWwxP8tZYLQ,119820,,,
17,6,Clear,No,2827,prosp_ll,Yes,VTyewHFAPYjEQfN,6002,,,
6,6,Completely clear,No,3968,prosp_ll,Yes,lFrzcxMxAMycdUH,6367,,,
40,24,Clear,No,346,prosp_ll,Yes,45L3jIX7dIng9Vq,24252,,,
20,8,Completely clear,No,1300,prosp_ll,No,uJcakwBxCc0yKbA,23279,,,
15,6,Completely clear,No,4140,prosp_ll,Yes,G2xrY0tY0xHL39R,6249,,,
2,2,Clear,No,1378,prosp_ll,No,8bCaARVBeNMhS8a,2252,,,
5,6,Clear,No,2468,prosp_ll,Yes,C240hEW6X1uwkSO,6258,,,
4,4,Clear,No,2954,prosp_ll,Yes,B6EulvQMNnF1MhP,4003,,,
13.5,12,Completely clear,No,1582,prosp_ll,Yes,rcCDXZM42f8ucpc,12001,,,
30,32,Clear,No,2024,prosp_ll,Yes,P6AK3gWNTg8S8gV,32253,,,
3,3,Completely clear,No,666,prosp_ll,Yes,aFc7LajnkjoVAXQ,3252,,,
2,1,Clear,No,3376,prosp_ll,Yes,EyhGgbDENkMPzLq,1001,,,
52,48,Clear,No,3330,prosp_ll,No,ZYtfgN0Td7NbkVc,48003,,,
1,1,Somewhat unclear,No,1292,prosp_ll,Yes,0PCQeq3XmMoZEw8,1002,,,
3,2,Completely clear,No,2302,prosp_ll,Yes,KTDKJXGyfK2lEes,2003,,,
15,3,Somewhat unclear,No,2832,prosp_ll,Yes,zIVHG9kFPFUKm6P,14732,,,
1,1,Somewhat unclear,No,3855,prosp_ll,Yes,qrKHv5fKRye28WG,1003,,,
40,32,Completely clear,No,4153,prosp_ll,Yes,5rvP8gWrEaNFA9A,32004,,,
1,2,Completely clear,Yes,2328,prosp_ll,Yes,D6wxrkvpqNhEyPE,2002,,,
3,3,Completely clear,No,3128,prosp_ll,Yes,D1nvu7e9ymCigiS,3002,,,
4,3,Completely clear,Yes,3678,prosp_ll,Yes,yYODMdQlq4sI1Gy,5065,,,
2,1.5,Completely clear,No,3273,prosp_ll,Yes,RerPgwEaATjYFft,1502,,,
80,48,Somewhat unclear,No,3316,prosp_ll,Yes,JZ6Hja0rgV62DGy,124863,,,
30,1,Somewhat unclear,No,407,prosp_ll,Yes,SOSAzLqV4K4rtEa,25353,,,
10,12,Somewhat unclear,Yes,1036,prosp_ll,Yes,77lN3NTlTFjjVrJ,12494,,,
90,64,Clear,No,3638,prosp_ll,Yes,NURleK3VpEVBG1t,76026,,,
90,48,Completely clear,No,2971,prosp_ll,Yes,NI0FmH6RsNR7m0O,51266,,,
10,12,Completely clear,No,2602,prosp_ll,Yes,2O4YN5WTgcDQPJa,12251,,,
10,1,Completely clear,Yes,2145,prosp_ll,Yes,DeRRk7QA2NIdghL,39176,,,
3,3,Completely clear,No,3908,prosp_ll,Yes,ehvLLrES8PsOUzH,3004,,,
90,24,Clear,No,2512,prosp_ll,Yes,yAxABigeSQqL2RT,24252,,,
3,4,Very unclear,No,2793,prosp_ll,Yes,Dtv6rN0fPAVVKIb,4003,,,
120,64,Completely clear,No,995,prosp_ll,Yes,sadNP5lCM0CY2AI,64253,,,
2,3,Clear,No,2333,prosp_ll,Yes,gVcHGONAJ19Cab8,3120,,,
7,6,Completely clear,No,3707,prosp_ll,Yes,XVURTqLaHHpY0Hw,6002,,,
6,3,Completely clear,No,2589,prosp_ll,Yes,Uf28KJ2BCnxKWDw,8008,,,
30,12,Completely clear,No,2746,prosp_ll,Yes,PPPDLTs86iWmC1x,12251,,,
50,32,Completely clear,No,1639,prosp_ll,Yes,DSRibziYTS5HmCR,76228,,,
15,16,Clear,No,2137,prosp_ll,Yes,Eez3MKhDuxLyuGJ,16169,,,
15,24,Clear,No,591,prosp_ll,Yes,ldt9vzCmkrJ6mmK,24003,,,
3,1.5,Somewhat unclear,No,4281,prosp_ll,Yes,hzPk5M6i2n3kl4A,1500,,,
5,8,Clear,No,2032,prosp_ll,Yes,csk9hQdJOANgrUW,8250,,,
0.5,1,Completely clear,No,693,prosp_ll,Yes,Y31a7cKdJvoqJws,1001,,,
12,6,Clear,No,971,prosp_ll,Yes,zYrSVdshGEbKi7N,6002,,,
40,64,Completely clear,No,4180,prosp_ll,Yes,rxCowwVDEZtNAIH,64573,,,
50,64,Completely clear,Yes,566,prosp_ll,Yes,aHiQmrmkUfJyNkM,64000,,,
10,8,Clear,No,2316,prosp_ll,No,1c7a5dEv1gedt9K,42392,,,
20,8,Completely clear,No,3004,prosp_ll,Yes,yF7iSAt1620jyYP,8256,,,
3,1.5,Completely clear,No,1340,prosp_ll,Yes,PhHiKqGVjvopuSd,1753,,,
50,48,Completely clear,No,2031,prosp_ll,Yes,8Ps7u3HFnjspF72,48103,,,
2,1,Completely clear,No,2487,prosp_ll,Yes,7JHr3fP6DWabic2,1253,,,
3,2,Completely clear,No,4053,prosp_ll,Yes,J2h8XR2giDXGMEO,2251,,,
2,1.5,Very unclear,No,3455,prosp_ll,Yes,OTNIky8RCMwxyoX,1856,,,
10,12,Clear,No,4157,prosp_ll,Yes,GMixTBUQnCCd20Q,12554,,,
15,32,Completely clear,No,3887,prosp_ll,Yes,cv1CVuzG6Zx7QXM,32252,,,
2,1,Completely clear,No,4024,prosp_ll,Yes,LPD0EkroFhyHvMx,1254,,,
3,1,Clear,Yes,1546,prosp_ll,Yes,X2hVHkqWQUdGxqs,1251,,,
5,4,Completely clear,No,3303,prosp_ll,Yes,ZMQGhDJ8DL341v3,4010,,,
5,2,Completely clear,No,75,prosp_ll,Yes,L63FSTIlhjdl3RO,8924,,,
14,16,Completely clear,No,918,prosp_ll,Yes,vw5R8A6MyUIGdwE,37904,,,
48,24,Clear,No,1534,prosp_ll,Yes,lRP5XcS1zaA22YQ,24251,,,
1.5,1,Completely clear,No,2035,prosp_ll,Yes,jiJs7fwUFDqoqg9,1001,,,
28,24,Clear,No,2196,prosp_ll,Yes,kc1YWyAERbMoeqU,24256,,,
3,3,Completely clear,No,4012,prosp_ll,Yes,k8fvoW7AEL2pD95,3261,,,
3,3,Completely clear,No,3018,prosp_ll,Yes,6UuQZpGdHTK3J6p,3251,,,
7,6,Completely clear,No,3611,prosp_ll,Yes,v4obojPs3fLrffR,6349,,,
2,1,Somewhat unclear,No,1169,prosp_ll,Yes,UliNhUpylbgTXE1,1251,,,
30,16,Completely clear,No,3008,prosp_ll,Yes,bgn7ro3364PicSB,16254,,,
60,64,Completely clear,No,3966,prosp_ll,Yes,HfLP7awCEFjKGVE,68304,,,
1,1.5,Clear,No,81,prosp_ll,Yes,FREfwuVd4VSmTgY,2141,,,
3,1,Completely clear,No,3027,prosp_ll,Yes,T2d5hQYgditJA6q,5707,,,
43,48,Completely clear,No,1973,prosp_ll,Yes,q7T6RFGaDko1Uqs,65557,,,
2,1.5,Completely clear,No,3088,prosp_ll,Yes,RB214zkpzvm5Z71,2008,,,
5,6,Completely clear,No,2449,prosp_ll,Yes,BhXrbVMCKnzJwlS,6251,,,
5,6,Clear,No,141,prosp_ll,Yes,yHsxy8840oiJDtz,6000,,,
3,4,Completely clear,Yes,1998,prosp_ll,Yes,QrtoTmhJ0lkLNMr,4000,,,
20.1,32,Clear,No,4276,prosp_ll,Yes,GGkGYBMv9Iu66P7,33628,,,
5,4,Somewhat unclear,No,3686,prosp_ll,Yes,JaNaPjL17Bw7p1e,10255,,,
15,24,Completely clear,No,4280,prosp_ll,Yes,uc4AFTvdQctK7Mk,24251,,,
