TimeEstimation,TimeReal,clear_description,counting,current_trial,current_type,english_first,user_id_concent,video_really_lasted,TimeOfDay,alone,knew
15,12,Completely clear,No,2651,retro_ll,Yes,4Alkc9k1ribH20t,15000,9,nan,No
1,2,Very unclear,No,55,retro_ll,Yes,VLZM1uIWgtGtXTA,2001,3,nan,Yes
10,8,Clear,No,628,retro_ll,Yes,gmgNrdKsWhnsZRI,8254,3,nan,No
2,1,Completely clear,No,2525,retro_ll,Yes,vtmxR6LDU3soPeV,1001,10,nan,No
20,24,Somewhat unclear,No,2804,retro_ll,Yes,hxG3fWuvMbrZffP,24515,15,nan,No
1,2,Clear,No,575,retro_ll,Yes,yehJtzDnNelan9F,2002,13,nan,No
5,1.5,Completely clear,No,3364,retro_ll,Yes,h38c5yI2uLlodhA,1751,11,nan,No
2.5,2,Completely clear,No,2202,retro_ll,No,STx66bEE6JSuC5K,2001,6,nan,Yes
60,64,Clear,No,691,retro_ll,Yes,lGjNQOXuyHtIMsw,64091,8,nan,Yes
1,1,Clear,No,3003,retro_ll,Yes,iU1BRBpEYOySxjF,1001,18,nan,No
59,48,Clear,No,3183,retro_ll,Yes,AmWycsEeTUXdr1S,48240,12,nan,No
5,3,Somewhat unclear,No,257,retro_ll,Yes,PIFnj4MVEAzEJAG,3001,14,nan,No
30,2,Completely clear,No,3301,retro_ll,Yes,dNgbNab3v7js8Xm,20576,12,nan,No
3,2,Completely clear,No,2876,retro_ll,Yes,SNEkwL0XLFsv82H,2753,18,nan,No
5,4,Completely clear,No,417,retro_ll,Yes,sGL4dbZ82IZZhIC,4252,6,nan,No
55,48,Clear,No,438,retro_ll,Yes,B9wxgFv7ztuMLr0,48255,12,nan,Yes
10,12,Completely clear,No,2432,retro_ll,Yes,vhSGmCdWxY0Ns7g,12070,6,nan,No
45,48,Completely clear,No,3990,retro_ll,Yes,jmtVGOCTfRgshlX,50020,14,nan,No
45,64,Clear,No,2705,retro_ll,Yes,nzDSz0AUyMeT33x,87402,10,nan,No
5.6,2,Clear,Yes,1955,retro_ll,Yes,DdDWCkvKceajZpt,2253,10,nan,Yes
60,64,Completely clear,No,1893,retro_ll,Yes,H1TqoqocdvR7m93,64001,16,nan,Yes
84,64,Completely clear,No,3969,retro_ll,Yes,ZLyDybvDCTj2Qkw,94899,8,nan,No
90,64,Clear,No,3966,retro_ll,Yes,qHeZVDH7neoLqjX,64002,16,nan,No
3,4,Clear,No,3988,retro_ll,Yes,N7RSuY5o1zfInIv,4251,14,nan,No
45,6,Somewhat unclear,Yes,2987,retro_ll,Yes,kJh65meqIkmzV67,54790,12,nan,Yes
2,2,Clear,No,659,retro_ll,Yes,YUARF9buaDMzOmG,2012,8,nan,No
45,48,Completely clear,No,836,retro_ll,Yes,bdThgtqptT8lLxp,48253,9,nan,No
10,6,Clear,No,3995,retro_ll,Yes,gUz7nKpKNHg3gR2,6252,7,nan,No
2,2,Clear,No,555,retro_ll,Yes,jtaXDzSwBfFVm8L,2514,14,nan,No
20,6,Somewhat unclear,No,2786,retro_ll,Yes,g3r6h5BxaRpJLkZ,6004,11,nan,No
45,24,Somewhat unclear,No,550,retro_ll,Yes,MwLosui4RFLstcD,24245,13,nan,No
25,12,Somewhat unclear,No,4197,retro_ll,Yes,zsbjvWGZaB2pAKm,12005,3,nan,No
1,1,Completely clear,No,687,retro_ll,Yes,RJ949TpqlyHvt5s,1002,20,nan,No
10,24,Clear,No,2314,retro_ll,Yes,msdUhT5L8XVsu3n,24257,17,nan,No
20,12,Completely clear,No,2303,retro_ll,Yes,E3RxeF3nzzFaGTh,12002,9,nan,No
10,32,Clear,No,3190,retro_ll,Yes,ENRZgTVMSZ9dA1a,32004,14,nan,No
60,64,Completely clear,No,2345,retro_ll,Yes,dSClebgqMszLfQL,64002,18,nan,No
2,2,Clear,No,720,retro_ll,Yes,W30lNbZRVSJ2fQr,2253,15,nan,No
6,6,Clear,No,2466,retro_ll,Yes,pMZ14I7eD2dCHAh,6002,7,nan,No
3,1,Completely clear,No,2628,retro_ll,Yes,pBeG6CeDhF0OFp4,1252,14,nan,Yes
15,12,Clear,No,2453,retro_ll,No,GgG7Q6he1nRyfrc,12128,13,nan,No
20,32,Completely clear,No,3659,retro_ll,Yes,kAMYUPOV2wbeRK0,32263,10,nan,No
10,6,Clear,No,673,retro_ll,Yes,717zD5olDnJqhha,6217,16,nan,No
22,8,Clear,No,2917,retro_ll,Yes,1w4QIs8emvvY3aR,8180,13,nan,No
20,12,Completely clear,No,478,retro_ll,Yes,7sTTDk7jtTC6iqW,12252,11,nan,No
8,8,Clear,No,2605,retro_ll,Yes,jmwnJq9ftYDgmBj,8127,13,nan,Yes
3,8,Completely clear,No,2296,retro_ll,No,QbjLFhzQ1gWxZdp,8251,9,nan,No
5,3,Completely clear,No,463,retro_ll,Yes,2Lax6jBDe2mOCEA,6354,17,nan,No
0.5,3,Clear,Yes,2119,retro_ll,Yes,M7apu4mOXHd8HOG,3000,10,nan,Yes
15,12,Completely clear,No,2533,retro_ll,Yes,2XBHDfQrtKFzhHU,12001,18,nan,No
8,4,Completely clear,No,2131,retro_ll,Yes,wm8PMXaSNYPLaZk,4877,9,nan,No
15,48,Clear,No,432,retro_ll,Yes,fsAYpI3mfTmeTKv,109285,10,nan,No
2,3,Clear,No,801,retro_ll,Yes,HfLly8U78L9D9QK,3001,13,nan,No
30,16,Completely clear,No,3843,retro_ll,Yes,4wiqyRxQ2taY2Gh,20873,1,nan,No
15,16,Very unclear,No,2996,retro_ll,Yes,3dZNvx8LZ3tB4Aq,16002,13,nan,No
45,48,Clear,No,3140,retro_ll,Yes,JPAqJdyrOk4t4UQ,62264,15,nan,No
10,16,Clear,No,2806,retro_ll,Yes,muTSbGeyvzc0fLT,16003,3,nan,No
30,32,Clear,No,2682,retro_ll,Yes,NRzfEplFawbM0G7,32004,1,nan,No
2,3,Somewhat unclear,No,3461,retro_ll,Yes,IYEQB6VhLiSsAdU,3002,10,nan,No
2,1,Completely clear,No,270,retro_ll,No,3gWwfMwIUi7sKJt,1273,13,nan,Yes
5,2,Clear,No,3174,retro_ll,No,eLJl3ubQpVI7uig,2252,18,nan,Yes
120,32,Completely clear,No,4035,retro_ll,Yes,1RYHyDl3Y1gtXxO,32267,13,nan,No
0.8,12,Completely clear,No,389,retro_ll,Yes,BbQzVam9M6AIrS8,12253,6,nan,No
35,48,Completely clear,No,752,retro_ll,Yes,lUTZaUTARZn1Dwy,48252,7,nan,No
7,16,Completely clear,No,733,retro_ll,No,V0WXa57zPyWt94B,16002,10,nan,No
4,4,Completely clear,No,2001,retro_ll,Yes,a8qR6viAgc6gxn2,4251,2,nan,No
40,6,Completely clear,No,3682,retro_ll,Yes,ZFkoC8vCVUZcBRP,6251,5,nan,No
2,1.5,Completely clear,No,3837,retro_ll,Yes,kbPqU60jwEB2Gd9,1504,19,nan,No
50,64,Clear,No,2140,retro_ll,Yes,7WY1gZut3Lk422Q,64254,18,nan,No
3,3,Clear,Yes,3678,retro_ll,Yes,YITnWouE33NpFGw,3252,13,nan,Yes
0.5,1,Completely clear,Yes,390,retro_ll,Yes,2dAXy3tUlIuB851,1008,12,nan,Yes
2,1,Clear,No,611,retro_ll,Yes,3gFgUd0nugIZvd6,1387,18,nan,No
15,12,Completely clear,Yes,3699,retro_ll,Yes,igig9U2kDT5XGiW,12000,17,nan,Yes
20,32,Completely clear,No,2717,retro_ll,Yes,eY6J06jV4a1SkMT,34982,11,nan,No
3,2,Clear,No,2184,retro_ll,Yes,XC7eJvjZ7lBprpu,2000,13,nan,No
2,2,Completely clear,No,771,retro_ll,Yes,dcwpsB7Xj64vb94,2250,15,nan,No
7,8,Clear,No,716,retro_ll,Yes,KYG9ekYldNjVtUR,51312,12,nan,No
5,6,Completely clear,No,2008,retro_ll,Yes,XqVMKKun6H5RJb1,6252,15,nan,Yes
30,24,Clear,No,3652,retro_ll,Yes,aENcu8qar8OT2ws,48691,3,nan,No
6,4,Clear,No,2607,retro_ll,No,fV5OP3wpAhEE6DC,9602,18,nan,No
45,12,Clear,No,3923,retro_ll,Yes,mk6vnVclVS2eNfp,69885,12,nan,No
15,32,Completely clear,No,2165,retro_ll,Yes,07sBIiMcmDE7NSQ,32254,13,nan,No
60,12,Clear,No,265,retro_ll,Yes,hTy7IGYKbtv4i4W,12598,11,nan,No
145,64,Completely clear,No,2139,retro_ll,Yes,PM4arQZVyjHHCXl,83848,9,nan,No
2,2,Somewhat unclear,No,1914,retro_ll,Yes,wCi0a0oDptTpjuD,2251,9,nan,No
60,48,Clear,No,2149,retro_ll,Yes,Izftcci3JzEd89j,48144,7,nan,No
10,6,Completely clear,No,4162,retro_ll,Yes,uzwITWO8JK7Ng0O,11480,8,nan,No
2,2,Completely clear,No,3477,retro_ll,Yes,6UqAwtv9zkSu5hW,2254,16,nan,No
5,8,Clear,No,2088,retro_ll,No,NyAUBKsombXYuzn,8099,16,nan,No
3,2,Completely clear,Yes,3954,retro_ll,Yes,HxSfHXHWRLHEYk2,41662,23,nan,Yes
4,4,Clear,No,702,retro_ll,Yes,GGPqoMD2XahkJak,3999,11,nan,No
30,16,Clear,No,2990,retro_ll,Yes,UqQ9yduPL4o6cQe,18577,13,nan,No
75,64,Completely clear,No,1947,retro_ll,Yes,pccoXr7D885R2FG,64144,8,nan,No
2,4,Clear,No,285,retro_ll,Yes,Q2yFlTQZGBgusqD,4000,17,nan,No
5,8,Clear,No,498,retro_ll,Yes,WlKkQUCihKEcXS3,8001,18,nan,Yes
40,48,Clear,No,2191,retro_ll,Yes,WLS6tEQm4IMSww1,48149,7,nan,No
35,32,Completely clear,No,1044,retro_ll,Yes,qH1WjJFV8Z9b3IK,32061,9,nan,No
12,8,Completely clear,No,415,retro_ll,Yes,UaWh0BFUt4K11eP,8002,7,nan,No
10,48,Clear,No,3328,retro_ll,No,1b6i1N7mdE5h62E,10288,12,nan,No
30,24,Clear,No,3378,retro_ll,Yes,dWs13kwvb23MWmk,24250,13,nan,No
10,3,Completely clear,Yes,648,retro_ll,Yes,zenSoC3GwXUCWN4,16195,10,nan,Yes
30,32,Clear,No,2431,retro_ll,Yes,rdnVHDnu2RX2sVq,32251,10,nan,Yes
3,6,Clear,No,675,retro_ll,Yes,fmG71ErsYye93vM,6869,4,nan,No
5,6,Clear,No,4278,retro_ll,Yes,8uYgxVz5qdY6RwL,6254,17,nan,No
0.6,48,Completely clear,Yes,2859,retro_ll,Yes,6oZMu9IP0C4Q5SI,65181,4,nan,Yes
10,24,Completely clear,No,4015,retro_ll,Yes,DaEJe83M0ZwKPi5,24751,7,nan,No
2.5,64,Completely clear,No,3297,retro_ll,Yes,25ZQt73RxpIj9IY,64254,15,nan,Yes
6,3,Completely clear,No,2636,retro_ll,Yes,yimKSg62ZqK5N7d,11683,10,nan,No
0.5,2,Clear,No,3826,retro_ll,Yes,0x36RzJ6qbSZQcu,2259,9,nan,No
70,48,Completely clear,No,2789,retro_ll,Yes,6ZHW5JmdzGCBWIS,109387,12,nan,Yes
0.5,1,Completely clear,No,1894,retro_ll,Yes,Ve2hppsdke73Rpq,1252,8,nan,No
1,3,Somewhat unclear,No,269,retro_ll,No,A2WmmwiUNKsmB9C,3250,16,nan,No
25,24,Clear,No,4064,retro_ll,No,PRqcmHODaLVSMC7,24551,16,nan,No
6,24,Clear,No,3239,retro_ll,Yes,Xz1EC9uoqm6yIDG,43110,10,nan,No
2,1,Clear,No,693,retro_ll,Yes,u5i28usvo2XSkLt,1251,17,nan,No
3,3,Clear,No,2329,retro_ll,Yes,z85u4VpsTViK5hk,6828,9,nan,No
6,3,Clear,No,2819,retro_ll,Yes,WfobiYjf9tbopC8,3253,11,nan,No
3,24,Completely clear,No,3661,retro_ll,Yes,nIzm4g0FkmJ02tQ,24004,2,nan,No
18,24,Completely clear,No,3213,retro_ll,Yes,dnOgSFSWYL3KuC7,24006,15,nan,No
10,24,Completely clear,No,2660,retro_ll,Yes,XeOg2MvjcxYyshG,24252,15,nan,No
1,1,Completely clear,No,2907,retro_ll,Yes,LbH5bFtUJpXEh65,1252,11,nan,No
15,32,Clear,No,2109,retro_ll,Yes,67G139ccxiH9fMX,32252,13,nan,No
7,16,Clear,No,641,retro_ll,Yes,DNoLHuLzoktcyvL,17330,11,nan,No
45,8,Clear,No,420,retro_ll,Yes,6D7B2WHTzIOnipO,48970,14,nan,No
22.2,64,Somewhat unclear,No,4042,retro_ll,Yes,yTgcjZ7PGpI0RSB,64251,10,nan,Yes
20,16,Clear,No,3125,retro_ll,Yes,tlu4ujaWnc9uRqU,16251,9,nan,No
10,8,Completely clear,No,317,retro_ll,Yes,HMhSnQkKm2fzHxw,9571,8,nan,No
10,4,Clear,No,2672,retro_ll,Yes,p3gLhohIN34ot2a,4001,12,nan,No
10,12,Completely clear,No,1164,retro_ll,Yes,gYon5rMy7kMoelB,9777,16,nan,No
19,24,Completely clear,Yes,3162,retro_ll,No,50SrzJYDymZ25oN,24087,16,nan,Yes
3,2,Completely clear,No,601,retro_ll,Yes,yIT69N5CzoTJ6ZN,2251,15,nan,No
1.3,1,Clear,No,3070,retro_ll,No,jDkg22dijWv5nor,1143,7,nan,No
10,12,Clear,No,2018,retro_ll,Yes,5hJAp4neCYM058j,12003,16,nan,No
10,6,Completely clear,No,4005,retro_ll,Yes,cx1QDO1XyRYrHcA,13247,13,nan,No
60,32,Completely clear,No,4196,retro_ll,Yes,FtapxPzwUCQg9ky,86096,10,nan,No
5,16,Completely clear,No,273,retro_ll,Yes,mxHbny83JaLkXjZ,16254,11,nan,No
12,16,Clear,No,2861,retro_ll,Yes,FWS5I63auwIIUjc,24766,9,nan,No
6,6,Completely clear,No,3803,retro_ll,Yes,mNlv5fqJzYKH52f,6252,14,nan,No
5,16,Completely clear,No,635,retro_ll,No,tJffdVUupzoHhmo,16250,17,nan,No
40,8,Completely clear,No,1942,retro_ll,No,pQ0QwpHjcZsZdBH,8250,17,nan,No
45,48,Clear,No,2824,retro_ll,Yes,Qs6AcG1x54nIhXT,73321,3,nan,No
10,8,Completely clear,No,139,retro_ll,Yes,PuJldHF9F8PnGpA,8250,17,nan,No
2,1,Completely clear,No,3938,retro_ll,Yes,UQBlJA17lmOFp17,1001,12,nan,Yes
12.4,32,Somewhat unclear,No,4276,retro_ll,Yes,O0ZC5LKcAllO7A3,32004,10,nan,No
70,64,Completely clear,No,3978,retro_ll,Yes,YjKsZVUkjK6KhgY,64005,9,nan,No
45,12,Completely clear,No,1900,retro_ll,Yes,WlQVUO4yZ2VGSLk,41252,15,nan,No
2,2,Completely clear,Yes,2157,retro_ll,Yes,aqO81DwkDVoLJng,2240,9,nan,Yes
60,48,Completely clear,No,689,retro_ll,Yes,Odqe61afwqLfLCL,48007,8,nan,No
15,8,Completely clear,No,677,retro_ll,Yes,vM6LUGcOwXsF7yA,8252,14,nan,No
10,8,Somewhat unclear,No,653,retro_ll,Yes,JGivWRE22WDIXwY,16846,10,nan,No
40,32,Clear,No,277,retro_ll,Yes,lS6woZW7a966ozG,32439,12,nan,No
30,24,Completely clear,No,646,retro_ll,Yes,Ng4BayP5s0f4FWs,24506,13,nan,No
10,8,Clear,Yes,709,retro_ll,Yes,MoLpVgc1BYTDMWe,9166,5,nan,No
25,16,Completely clear,No,21,retro_ll,Yes,Kel532Msab1MgXY,16001,18,nan,Yes
35,48,Clear,No,488,retro_ll,Yes,ffmrligNhRHngBM,69273,17,nan,No
50,12,Clear,No,3993,retro_ll,Yes,xGWrMU0FOIC6QxG,43377,13,nan,Yes
20,8,Completely clear,No,2560,retro_ll,Yes,rpvTZfBtWdYfJl3,26945,9,nan,No
20,12,Clear,No,2769,retro_ll,Yes,rVFnaa7RAENJMs4,12006,4,nan,No
30,16,Completely clear,No,1945,retro_ll,Yes,fS8A4OsvFb1ocEX,16002,1,nan,No
0.9,8,Clear,No,2891,retro_ll,Yes,V9GBJtGiDlkraDe,8002,19,nan,No
3,3,Clear,No,695,retro_ll,Yes,ZQEcJioHop4khfH,2664,18,nan,No
4,2,Completely clear,No,4183,retro_ll,Yes,ts5mfGPgeqv57yy,2301,2,nan,No
8,8,Clear,No,2828,retro_ll,No,7JBED0azV1qjLwS,8253,17,nan,No
2,1,Completely clear,Yes,1910,retro_ll,Yes,KBZ4ufpw1617TG8,1252,5,nan,Yes
1,1,Completely clear,No,2284,retro_ll,No,1QcQlZL39ojfl5P,1252,15,nan,Yes
30,12,Clear,No,4129,retro_ll,Yes,axQbAJgo58odw6f,22281,12,nan,No
15,12,Clear,No,2022,retro_ll,Yes,I3faAfr2OGx4j9h,12251,9,nan,No
1,3,Completely clear,No,2903,retro_ll,Yes,H3vlpdtr8O8MawG,3503,14,nan,No
3,6,Completely clear,Yes,1923,retro_ll,Yes,3Rxx9DMhPNDephf,5929,15,nan,Yes
3,2,Completely clear,No,2585,retro_ll,No,JpHQv1i3n96NRWJ,34346,18,nan,Yes
60,64,Clear,No,3076,retro_ll,Yes,Sw9DLAsAdVh7mgD,64005,10,nan,No
35,64,Completely clear,No,230,retro_ll,Yes,UNuwto85BduovBQ,65562,11,nan,No
2,2,Clear,No,563,retro_ll,No,3ETov32KS3NbS2r,2983,12,nan,No
75,48,Clear,No,2460,retro_ll,Yes,G5OjaujhhmIqLDt,48035,13,nan,No
30,48,Clear,No,3642,retro_ll,Yes,HLuTUmWnd1CUF5n,48003,9,nan,No
8,3,Somewhat unclear,No,2807,retro_ll,Yes,MNOELEf3dPJXt9O,9585,1,nan,No
1,3,Clear,No,66,retro_ll,No,MHCSkzRRBKBkpQU,3251,11,nan,No
0.5,1,Clear,No,794,retro_ll,Yes,nQBihh9Ee8Ts71l,1000,11,nan,No
3,3,Somewhat unclear,No,3403,retro_ll,Yes,6XEmHjYcWH45SHY,3110,8,nan,Yes
3,3,Somewhat unclear,No,274,retro_ll,Yes,tR0PmndAVGlXCVk,3253,7,nan,Yes
45,16,Clear,No,3091,retro_ll,Yes,a0y2JA6qgZdoamM,68288,8,nan,No
8,16,Clear,No,4282,retro_ll,Yes,OCxGHCNr7m5RiGh,16001,9,nan,No
3,4,Completely clear,Yes,2629,retro_ll,No,F039o1H97Hz2xed,4090,13,nan,Yes
2,1,Completely clear,No,3977,retro_ll,Yes,NZsJjk4CFwZL5Jw,1251,8,nan,Yes
5,24,Completely clear,No,4280,retro_ll,Yes,VUFHyF2ohJ2AYT4,24502,13,nan,Yes
3,3,Completely clear,No,3096,retro_ll,Yes,uo6wy6laAK0Pdet,3262,9,nan,No
40,48,Clear,No,4137,retro_ll,Yes,6GmVg9O1FOZX85O,90091,14,nan,Yes
3,2,Clear,No,4170,retro_ll,Yes,w4qbCDivqc4fkDB,2001,18,nan,Yes
9,16,Completely clear,No,2494,retro_ll,Yes,az3RFq1J6LY0A0j,16002,7,nan,No
35,24,Completely clear,No,3028,retro_ll,No,my7eraN2gWD8L3D,52751,12,nan,No
5,4,Clear,No,111,retro_ll,Yes,o56jICS6kOhQlHX,4237,12,nan,Yes
5,6,Clear,No,385,retro_ll,Yes,KvVJnFdetKKO504,6001,17,nan,No
3,2,Clear,No,3115,retro_ll,No,qY3Bzt6ij6QZFJF,2251,19,nan,No
2,3,Clear,No,444,retro_ll,No,2d2m6OGAt3DuZK9,3250,13,nan,No
3,8,Clear,No,3148,retro_ll,Yes,kxABbuMRCujrP86,8139,20,nan,Yes
20,6,Completely clear,No,2384,retro_ll,Yes,ZIvePfjfGR4xkJG,19370,5,nan,Yes
24,32,Completely clear,No,3016,retro_ll,Yes,FSjpL2t1JJIPLkl,32607,2,nan,No
80,64,Very unclear,No,4180,retro_ll,Yes,8PZdyZ9aHTRIi2a,66750,12,nan,No
4,1,Clear,No,809,retro_ll,Yes,fIiyM9ci9ybgWGF,24138,15,nan,No
2.5,6,Completely clear,No,4003,retro_ll,No,pCzlYh9FeM7CuGX,6005,8,nan,No
4,4,Clear,No,2780,retro_ll,No,RXfTVz4filrTllR,4161,8,nan,No
15,12,Completely clear,No,2755,retro_ll,Yes,bopG2SLyvwMXFRz,12255,17,nan,No
7,48,Very unclear,No,2492,retro_ll,Yes,VnXEnXe3bqN6VSn,48600,17,nan,No
1,1,Clear,No,2686,retro_ll,Yes,A6DF8X1SyJfkkFW,1076,10,nan,No
10,8,Completely clear,No,312,retro_ll,Yes,DutolEaIT2ztC5v,8254,16,nan,Yes
5,12,Clear,No,4176,retro_ll,Yes,ivm0Tk6c6RZgL74,12200,20,nan,No
3,6,Clear,No,351,retro_ll,Yes,kI3u21MKCr0sTwG,6003,19,nan,No
0.2,2,Clear,No,2161,retro_ll,Yes,CgytApMGBnc42vT,2389,10,nan,No
2,3,Clear,No,3806,retro_ll,Yes,VRccv1QxKFarc0l,3004,3,nan,No
5,4,Completely clear,No,2793,retro_ll,Yes,83dUhiv9sB1fW5Q,4251,6,nan,No
50,32,Completely clear,No,643,retro_ll,Yes,nbcfbxrV2XGRMLd,32253,18,nan,No
20,16,Completely clear,No,369,retro_ll,No,qlz7GiuJ6g2oZl5,16003,10,nan,No
5,12,Clear,No,3946,retro_ll,Yes,MpTCRmSZzKnoNZP,12134,13,nan,No
30,48,Clear,No,447,retro_ll,Yes,os83jvb6x8Na31H,48502,12,nan,No
5,8,Completely clear,No,2175,retro_ll,Yes,1VZpokD5HGWeScO,8211,9,nan,No
2,2,Clear,No,3997,retro_ll,No,rPhVvjbaSWv4Q8X,2502,18,nan,No
5,4,Clear,No,2825,retro_ll,Yes,7QpHpvhzoCzgCsx,4004,1,nan,No
10,8,Somewhat unclear,No,2132,retro_ll,No,qSBuBYOtVsdTiPw,8000,11,nan,Yes
30,12,Clear,No,2122,retro_ll,Yes,MpLRGjM0qLiDZ1R,50226,14,nan,No
2,1,Completely clear,No,3855,retro_ll,Yes,KmJjWvu69nFQUx8,2076,12,nan,No
45,4,Completely clear,No,3303,retro_ll,Yes,Z5t4x7he3QoIvGk,4250,8,nan,Yes
3,1,Completely clear,No,568,retro_ll,Yes,XMbCJyYooYNXJYM,1252,15,nan,No
25,12,Completely clear,No,3294,retro_ll,Yes,CJkPYLqMJYmWpha,12002,15,nan,No
2,2,Clear,No,3548,retro_ll,No,fc4WhqUFyYl2Goz,2259,9,nan,No
6,6,Clear,No,731,retro_ll,Yes,NAOyh2au4fPUNjX,6253,11,nan,No
2,2,Clear,No,342,retro_ll,Yes,anHGjn3qRsRkpPo,2252,10,nan,No
30,12,Clear,No,2402,retro_ll,Yes,goKU99tyBKNMlBI,12001,20,nan,No
30,32,Clear,No,664,retro_ll,Yes,qtTo0C0L65CFNXK,42636,1,nan,Yes
30,6,Clear,No,255,retro_ll,Yes,UR2Ni15JrXrdssH,26163,9,nan,Yes
0.5,16,Completely clear,No,2268,retro_ll,Yes,utDRqyLLXcWyYbf,19557,11,nan,Yes
10,16,Completely clear,No,506,retro_ll,Yes,qBTCg8fSuYxIBls,45758,18,nan,No
20,8,Somewhat unclear,No,2754,retro_ll,Yes,iNoCYUurhcfk71l,8002,3,nan,No
15,24,Completely clear,No,741,retro_ll,Yes,Tli2uODx5gRUvUZ,24755,14,nan,No
30,32,Completely clear,No,452,retro_ll,Yes,38QIxfXuOCfz8F7,35203,18,nan,Yes
1,1,Clear,No,2394,retro_ll,Yes,qoD7COf3Tiv88sT,1006,11,nan,Yes
1.5,1,Completely clear,No,2805,retro_ll,Yes,8uaU1G8SYYsdKMS,1252,15,nan,No
35,48,Somewhat unclear,No,4057,retro_ll,Yes,igZY7orQFCpxAh6,48138,11,nan,No
2,2,Completely clear,No,366,retro_ll,Yes,HhDqVQiep0kOAdF,2122,11,nan,No
40,32,Completely clear,No,758,retro_ll,Yes,N5EGaC934AK5nff,32004,13,nan,No
4,16,Clear,No,2773,retro_ll,No,dsadFcUjoN2oz1L,16003,16,nan,No
45,24,Clear,No,4022,retro_ll,Yes,eRGtUI7gqFFnuxz,24251,10,nan,No
15,12,Clear,No,837,retro_ll,No,51gxw1Nc1qMix2B,12368,14,nan,No
25,32,Completely clear,No,3766,retro_ll,Yes,9vsf69vtevOvumr,32002,15,nan,No
45,48,Clear,No,441,retro_ll,Yes,IwNwOpjU89UpsN6,123272,17,nan,No
20,6,Clear,Yes,742,retro_ll,Yes,y59K4Ugtsr1WnaZ,6002,16,nan,Yes
120,64,Clear,No,4069,retro_ll,No,jonJ2EtNgCfQH0Z,64252,10,nan,No
3,4,Clear,No,2599,retro_ll,Yes,oaxHVJ7U72jejRg,4251,11,nan,No
60,64,Somewhat unclear,No,3992,retro_ll,Yes,J6iWith5Sklqf1Q,64255,15,nan,No
7,3,Clear,No,2874,retro_ll,No,m78dOxkYcLgaevD,28192,9,nan,No
0.2,8,Very unclear,No,620,retro_ll,Yes,PpcXW545kjcSBGn,10268,1,nan,No
12,16,Completely clear,No,762,retro_ll,Yes,PZdEU3QgVemz8Fo,16251,11,nan,No
20,16,Clear,No,708,retro_ll,Yes,mkSwngDs65pVwf9,16507,6,nan,No
8,1,Clear,No,2421,retro_ll,Yes,4ZEbM71lpFKzdY0,16460,14,nan,No
100,48,Clear,No,2898,retro_ll,Yes,49Gw4hF64LsiK9M,48079,14,nan,No
5,4,Clear,No,2337,retro_ll,Yes,MCHiQZuUg7y6orz,4002,7,nan,No
15,12,Somewhat unclear,No,1875,retro_ll,Yes,DiCibxMszd7e4v7,28811,10,nan,No
60,48,Clear,No,2100,retro_ll,Yes,cFwtjH7tQSqjqAz,48253,0,nan,No
15,16,Completely clear,No,3032,retro_ll,Yes,YONXxn4zKavP0Yg,16239,14,nan,No
15,8,Completely clear,No,2180,retro_ll,Yes,UycxrdG87GkVvJ5,20883,16,nan,No
3,6,Clear,No,2379,retro_ll,Yes,VIvSf7vxntFWYa0,6003,7,nan,No
