TimeEstimation,TimeReal,clear_description,counting,current_trial,current_type,english_first,user_id_concent,video_really_lasted,TimeOfDay,alone,knew
2,32,Somewhat unclear,No,1006,prosp_hl,Yes,uJIzqPsuonztJ8h,32493,,No,
20,24,Somewhat unclear,No,924,prosp_hl,Yes,i0Y5V9CA7b8MIjF,107693,,Yes,
15,24,Clear,Yes,2292,prosp_hl,Yes,FNki5NpE8AmEyRX,24253,,Yes,
3,1,Clear,No,2551,prosp_hl,No,RXTHXCfHytVikvS,1251,,Yes,
40,16,Completely clear,No,1836,prosp_hl,Yes,0o1GQfnLqITg3HB,16252,,No,
30,24,Completely clear,No,2514,prosp_hl,Yes,IOZN3QIwYHnc90s,24094,,No,
1,2,Clear,No,1005,prosp_hl,Yes,92e7TrlFaa78hO8,2507,,No,
63,64,Completely clear,No,2938,prosp_hl,Yes,xfdvrvzMd4f0659,64314,,Yes,
1,1,Clear,No,2759,prosp_hl,Yes,F9fPiAJta2FMMe1,1001,,Yes,
1,1,Clear,No,2638,prosp_hl,Yes,YMeFjtAVg3q0WCS,1255,,No,
60,48,Completely clear,No,2197,prosp_hl,Yes,WSrAuNikjjOqmfU,48252,,No,
5,3,Clear,No,749,prosp_hl,Yes,BrWbqPAK5ht6DeA,5799,,Yes,
1,2,Clear,No,2161,prosp_hl,Yes,IJaQ8t0VlfgmVPH,2002,,Yes,
55,48,Clear,No,2189,prosp_hl,Yes,awMAgu6wMBg6UZQ,48361,,No,
1,2,Clear,Yes,3751,prosp_hl,Yes,lzvHymqT5QfqWbV,2253,,No,
30,24,Completely clear,No,2357,prosp_hl,No,Nh8R0Il2fwRITNh,48984,,Yes,
50,48,Completely clear,No,4160,prosp_hl,No,MmYSXC1t1T1x4Kr,78502,,Yes,
2,3,Somewhat unclear,Yes,531,prosp_hl,Yes,jUXmz1UcsLlbHO4,3623,,No,
30,32,Clear,No,378,prosp_hl,Yes,czIFrrz2bSlJOPu,32137,,Yes,
25,24,Completely clear,No,2386,prosp_hl,Yes,3fgPUY6PZ4QdDer,24251,,Yes,
4,4,Somewhat unclear,No,1830,prosp_hl,Yes,wYReAUPWJCjN2RQ,4263,,No,
3,3,Clear,No,1669,prosp_hl,Yes,sdjIuzkCo0pW0Im,3006,,Yes,
10,8,Clear,No,2716,prosp_hl,Yes,AEAznbmkHudHXeu,8251,,Yes,
4,3,Completely clear,Yes,949,prosp_hl,Yes,QfQzHqlh3arpP6x,3001,,Yes,
30,32,Completely clear,No,277,prosp_hl,Yes,45TZFgao2uttS2P,32073,,Yes,
9,12,Completely clear,No,3046,prosp_hl,Yes,j2y5lDmE0OSCmnd,12002,,Yes,
0.9,3,Very unclear,No,3945,prosp_hl,Yes,YCRaCKG2RJJlAcc,3386,,No,
30,48,Clear,No,3973,prosp_hl,Yes,BP9C9c3ezwdiT2U,48252,,No,
7,1,Clear,No,748,prosp_hl,Yes,6EBiW1GiaG5CGCl,2818,,Yes,
30,16,Clear,No,2494,prosp_hl,Yes,TXskOkNBjveOv82,16251,,Yes,
3,2,Completely clear,No,3237,prosp_hl,Yes,2uf10z2jBQzo3Q3,2311,,Yes,
8,12,Completely clear,No,3856,prosp_hl,No,9PfkA3WnTRkd8vF,27314,,Yes,
20,12,Completely clear,No,2967,prosp_hl,No,TgKIuqScc09Md8V,12004,,Yes,
30,32,Completely clear,No,3016,prosp_hl,Yes,lSpyiNgBK0nDEQ4,32189,,No,
60,32,Clear,No,1520,prosp_hl,No,nFYb2o5m79DCyav,51310,,No,
60,48,Completely clear,No,2812,prosp_hl,No,PQtH0UwAiryYFhU,48001,,No,
8,8,Completely clear,No,709,prosp_hl,Yes,uafFwagQqeoy8tY,18816,,Yes,
30,64,Clear,No,3810,prosp_hl,Yes,eoE47V0PYhB7jgJ,47890,,Yes,
6,12,Clear,No,969,prosp_hl,Yes,tCitIHQ6GVFZWdu,12041,,No,
30,32,Clear,No,3858,prosp_hl,No,fAwciNKSzcuTysf,32757,,Yes,
3.8,3,Somewhat unclear,No,2734,prosp_hl,Yes,q7hdAPvAEifaipv,3120,,Yes,
6,12,Clear,No,4058,prosp_hl,Yes,61cxd4NIhmNT420,12276,,Yes,
20,12,Completely clear,No,2635,prosp_hl,Yes,1EKqKMn9RLZn936,12005,,Yes,
40,48,Completely clear,No,2481,prosp_hl,Yes,8BhHVVOT7f8nuPB,81656,,No,
65,24,Completely clear,No,2198,prosp_hl,Yes,2sQpY66ebiY4Jgw,24252,,Yes,
10,16,Completely clear,No,3912,prosp_hl,Yes,phUBOjgFBlls3tu,3561,,No,
30,24,Clear,No,3098,prosp_hl,Yes,bQkGapf5GZf1fcm,24252,,Yes,
2,2,Completely clear,No,4223,prosp_hl,Yes,Lz6uK15i3g6Ylx7,2006,,Yes,
3,3,Completely clear,Yes,2234,prosp_hl,Yes,2gxJGBAHwMQGpjt,3088,,Yes,
30,16,Completely clear,No,3843,prosp_hl,Yes,0RZdTlPagdqSFcT,16137,,No,
0.3,2,Completely clear,No,996,prosp_hl,Yes,bVSUn1hBZUcuMyg,2251,,Yes,
1,1,Clear,No,1628,prosp_hl,Yes,QTnCk14a45Db1iY,1254,,Yes,
5,6,Clear,No,3044,prosp_hl,Yes,yC8IOiLIcJFFVrC,6253,,No,
7,8,Completely clear,Yes,2013,prosp_hl,No,doWBXc5wPJdy40V,8183,,Yes,
75,64,Clear,Yes,2297,prosp_hl,No,RlFYSPMgJjlAoxM,64001,,Yes,
50,48,Clear,No,4013,prosp_hl,Yes,nAhIEWWJpta83x2,63557,,No,
20,24,Completely clear,No,2356,prosp_hl,Yes,cRjesxyzw1NrxuV,24503,,Yes,
12,16,Completely clear,Yes,711,prosp_hl,Yes,1DGr0DCm832GnD4,18034,,Yes,
180,64,Completely clear,No,3103,prosp_hl,Yes,ZiNSAn4cPCs43zj,64002,,Yes,
3,3,Somewhat unclear,No,2047,prosp_hl,No,NsJlAsQl69K44qN,3253,,Yes,
40,48,Clear,No,3960,prosp_hl,No,X2goi9AESWMzoaP,48252,,Yes,
32,32,Completely clear,Yes,4034,prosp_hl,No,hS8zr096XbXiQv7,32255,,Yes,
10,64,Clear,No,2206,prosp_hl,No,OWA0QO2m8oCg6tf,65490,,Yes,
15,16,Completely clear,Yes,1689,prosp_hl,Yes,tJ0E0CC2Q2qQ38a,16253,,Yes,
40,64,Completely clear,No,2630,prosp_hl,Yes,ynBBor0XZOR06hu,40455,,Yes,
40,48,Completely clear,No,891,prosp_hl,Yes,XFSoMAZNmOgasl7,48262,,Yes,
45,24,Somewhat unclear,No,2826,prosp_hl,Yes,8jusm114MS2fZcm,39509,,Yes,
30,32,Clear,No,1686,prosp_hl,No,3UOz88583jb4yxw,49565,,Yes,
5,3,Clear,No,2767,prosp_hl,Yes,NSBsggSTqpfaGiW,3505,,Yes,
3,3,Clear,No,2850,prosp_hl,Yes,1hmQevCf8USjLhi,3252,,Yes,
10,12,Completely clear,No,233,prosp_hl,Yes,Xblt4kKhLBPw789,12252,,Yes,
1,1,Completely clear,No,1313,prosp_hl,Yes,SoxlB1Dt1dFh6RS,1016,,Yes,
5,4,Clear,No,985,prosp_hl,Yes,UL5iPZDZpPtLf3G,4253,,No,
5,3,Completely clear,No,2943,prosp_hl,Yes,aTOcSUJT53BSMBf,3002,,No,
2,1,Completely clear,No,2542,prosp_hl,Yes,mCYHLKfQQSla4Hb,1275,,No,
11,12,Clear,No,4144,prosp_hl,No,sAmZmCPU82gEwek,12252,,Yes,
75,48,Clear,No,4007,prosp_hl,Yes,jMQaXX4s37rYhvH,48260,,Yes,
7,8,Completely clear,No,2778,prosp_hl,Yes,uiaQ4X9EwmcGqRi,8157,,No,
0.2,3,Completely clear,Yes,2984,prosp_hl,Yes,3jFWguC2FzdqBfD,3252,,Yes,
45,24,Clear,No,1677,prosp_hl,Yes,tc8TY3Ql1Fo9nYR,24408,,Yes,
2,2,Clear,No,2252,prosp_hl,Yes,SzFSeAL0xP8nG7T,2251,,Yes,
30,32,Somewhat unclear,No,2808,prosp_hl,No,xqaiByAJb8fsjm4,32161,,No,
10,8,Completely clear,No,3588,prosp_hl,Yes,DC1MjwqXWKbEJug,8251,,Yes,
1,1.5,Clear,Yes,3364,prosp_hl,No,L78pPue71QQgbQG,1501,,Yes,
8,8,Completely clear,No,959,prosp_hl,No,jOV8BfLDyJrXPGQ,8252,,Yes,
40,64,Clear,Yes,2422,prosp_hl,Yes,z1LiooIkjCt5O7i,160885,,Yes,
0.5,24,Clear,Yes,4185,prosp_hl,Yes,elSLmF0ovcRa4Co,57598,,Yes,
130,64,Completely clear,No,1028,prosp_hl,Yes,DsRcAhNXs5nxMx4,64123,,Yes,
40,12,Completely clear,No,3753,prosp_hl,Yes,AjIxrEN2KQQ2Fyh,13813,,No,
30,4,Completely clear,No,3988,prosp_hl,Yes,2BZzCQl4pQ21abG,79952,,Yes,
3,4,Completely clear,No,2763,prosp_hl,Yes,kl3NH97lXyj3wpP,4251,,Yes,
2,1,Clear,No,2907,prosp_hl,Yes,8JA0rsNQXP7vDmF,1252,,Yes,
5,2,Clear,No,4257,prosp_hl,Yes,Bazy0lsPIDamrah,2254,,Yes,
60,32,Completely clear,No,922,prosp_hl,Yes,RQJyzMTMub573HV,32251,,Yes,
35,32,Completely clear,No,2957,prosp_hl,Yes,6N8hWXTsBKepfGH,32215,,Yes,
0.1,2,Clear,No,2328,prosp_hl,Yes,r0T2YxJodWYZaUI,1778,,No,
1.5,1,Clear,Yes,2385,prosp_hl,Yes,4FL1U0zIjS9MvCr,1068,,No,
100,64,Completely clear,No,2136,prosp_hl,No,SZtKM0mVj4n1jCG,104088,,Yes,
10,12,Completely clear,No,2129,prosp_hl,Yes,ZNiIOrzTmOGNY1j,12253,,Yes,
53,48,Somewhat unclear,No,4087,prosp_hl,Yes,Ohc1LtVBl0KIzyX,48927,,No,
60,48,Clear,No,2166,prosp_hl,No,5LVie5NjoSUzrex,97591,,Yes,
22,16,Clear,No,4096,prosp_hl,Yes,aUCOmkVhfWQHm4u,16001,,Yes,
30,32,Completely clear,No,2021,prosp_hl,Yes,ESW1wXLFtZqySJK,32005,,Yes,
57,16,Somewhat unclear,No,4086,prosp_hl,Yes,rAzngEH3LgiPmiD,16251,,No,
3,3,Clear,No,3453,prosp_hl,No,aJUgWhC7iKyCKXk,3252,,Yes,
15,16,Completely clear,No,3894,prosp_hl,Yes,k60wa9fqbwzzIEh,16001,,Yes,
55,24,Clear,No,2512,prosp_hl,Yes,BYcYppsQAxRon75,29586,,Yes,
0.5,1,Completely clear,No,3840,prosp_hl,Yes,a18tONcsGWDunD0,1002,,Yes,
30,32,Completely clear,No,3167,prosp_hl,Yes,Mv4qyVGpjHdVU4S,60743,,Yes,
60,64,Clear,No,4115,prosp_hl,Yes,1Fkqkk5GuYCNDo6,64252,,Yes,
5,1,Completely clear,No,2394,prosp_hl,Yes,oH4F67PhfwlDSoy,1255,,No,
0.5,24,Clear,No,4188,prosp_hl,Yes,9XC9L8dnciL4Uj3,24001,,Yes,
55,64,Completely clear,No,2226,prosp_hl,Yes,B1hFdv45iSQx6t8,64292,,Yes,
2,2,Completely clear,No,2220,prosp_hl,Yes,xan71VHzR2TGK02,2001,,Yes,
8,8,Clear,No,3782,prosp_hl,Yes,KhUSis3muQUnPr1,8249,,Yes,
60,32,Clear,No,452,prosp_hl,No,DzHdpw09geC8nni,32252,,Yes,
40,24,Clear,No,2490,prosp_hl,Yes,ZN86nU9lOYGXsBG,87920,,Yes,
0.2,4,Completely clear,Yes,60,prosp_hl,Yes,wzGvwdZS7PKkrKc,20403,,Yes,
17,6,Completely clear,No,2532,prosp_hl,Yes,FumoBZy1S6ya8hH,8987,,Yes,
5,4,Completely clear,No,4274,prosp_hl,Yes,SMfWTqepEerqRLf,4251,,Yes,
15,12,Completely clear,No,1744,prosp_hl,Yes,lcT2NcQkiQP2MpS,12108,,Yes,
17,6,Clear,No,2339,prosp_hl,Yes,qIQNgN9mIb88EHZ,6250,,Yes,
4,8,Completely clear,Yes,2553,prosp_hl,Yes,54XpTHtIVEQMWUo,8004,,No,
60,64,Completely clear,No,961,prosp_hl,No,Uozy0SAOsVCLZ9q,64371,,Yes,
5,3,Completely clear,No,1668,prosp_hl,Yes,rhSgnss6e0veE0s,3251,,No,
60,64,Clear,No,2125,prosp_hl,Yes,P8TPFBt7kdJfI8v,64252,,Yes,
65,48,Clear,No,823,prosp_hl,Yes,MXomHRGqeZEvjfe,48507,,No,
60,64,Clear,No,2283,prosp_hl,Yes,h7lEiAwy3eP31Y3,64004,,Yes,
3,2,Completely clear,No,3997,prosp_hl,Yes,chZArNWy0L4YKhF,2250,,Yes,
120,48,Clear,Yes,2398,prosp_hl,Yes,cWTy30aA0Py4JK0,100189,,Yes,
12,12,Somewhat unclear,No,3031,prosp_hl,Yes,O2gaW5DmQvVZpWQ,12001,,Yes,
10,4,Clear,No,2416,prosp_hl,Yes,mACSTnaHy86INww,4156,,Yes,
30,12,Completely clear,No,1544,prosp_hl,Yes,3jcXyJWkD9ovlJl,12889,,Yes,
8,4,Completely clear,No,2982,prosp_hl,Yes,J1GuLiDLA7B9Gdk,27472,,Yes,
4,4,Clear,No,1936,prosp_hl,Yes,cjiYgYcRSa6BejT,4251,,Yes,
15,32,Clear,No,3653,prosp_hl,Yes,upMDjQ9dCGulJxS,32253,,No,
8,6,Clear,No,1923,prosp_hl,Yes,Muh2ZZctcCPUKc8,6257,,No,
25,24,Clear,Yes,1629,prosp_hl,No,wUufTwV3gtQBtqb,24616,,Yes,
45,24,Clear,No,1846,prosp_hl,Yes,o9cW9beAvQuCtiY,24266,,Yes,
20,8,Somewhat unclear,No,2499,prosp_hl,Yes,BLyca7KSSdXaI5Z,27993,,Yes,
10,12,Completely clear,No,2534,prosp_hl,Yes,n9OIXpTq95sdeyh,21401,,Yes,
47,64,Somewhat unclear,No,2334,prosp_hl,Yes,PHiXni9c2TBpw42,64249,,Yes,
5,2,Completely clear,No,2617,prosp_hl,Yes,SmJoCg9fRZsUR0i,2003,,Yes,
5,1,Clear,No,3269,prosp_hl,Yes,7PfBduAoM44x5Ob,1003,,Yes,
30,8,Completely clear,No,3407,prosp_hl,Yes,EwcNwQpX71zSEJb,54642,,Yes,
60,32,Completely clear,No,893,prosp_hl,Yes,gj1VZ7mxPgDCBjp,32396,,Yes,
8,8,Completely clear,No,2891,prosp_hl,Yes,1Srb8kH24ZTPc3v,8250,,Yes,
2,4,Clear,No,417,prosp_hl,Yes,WFFeFDU8HPWBcTD,4631,,Yes,
2,2,Completely clear,Yes,224,prosp_hl,Yes,eWu7E1pOBOAgw99,2145,,Yes,
3,2,Clear,No,2325,prosp_hl,No,RNqF3acmzB2xWl1,2258,,Yes,
45,64,Clear,No,2547,prosp_hl,Yes,eBpQYKxKxqF54N5,64254,,Yes,
30,24,Clear,No,1542,prosp_hl,Yes,MaSZobTQFXN8JOX,24003,,Yes,
5,3,Completely clear,No,826,prosp_hl,Yes,8cSMOfDy185wyUw,12575,,Yes,
6,6,Clear,No,2397,prosp_hl,Yes,l4oTztwalHLue7I,6002,,Yes,
45,48,Completely clear,No,3245,prosp_hl,Yes,pgTSJYNaQZJdOPJ,48002,,No,
5,4,Completely clear,No,737,prosp_hl,Yes,sO13WxrKrqASKkv,19591,,Yes,
60,48,Completely clear,No,3272,prosp_hl,Yes,DnTPMWQNRywqEE6,48252,,Yes,
15,24,Clear,No,2614,prosp_hl,Yes,f6w5LspQYvMfQHb,24253,,Yes,
11,16,Clear,No,1665,prosp_hl,Yes,OmR7sxo8qke511U,16252,,Yes,
10,8,Completely clear,No,1560,prosp_hl,Yes,lNWJ7VTauVdS3yP,13276,,Yes,
90,64,Clear,No,4180,prosp_hl,No,s1y4QJpcNyblSmn,121997,,Yes,
2,8,Somewhat unclear,No,2389,prosp_hl,Yes,Zg2bQGYRCGHCAiw,8000,,No,
10,2,Completely clear,No,2477,prosp_hl,Yes,FpaoBmPypvqcK1y,11823,,Yes,
2,2,Clear,No,4192,prosp_hl,Yes,PqvsdBZgVN1moCs,2255,,Yes,
3,2,Completely clear,Yes,2302,prosp_hl,Yes,F38qbCJOdBdtZqk,2252,,Yes,
1,2,Clear,No,1739,prosp_hl,Yes,yHlGLS4RBrWTiQb,2252,,Yes,
30,12,Clear,No,2554,prosp_hl,Yes,GQy3qjubr25JcGX,31076,,Yes,
1,2,Clear,Yes,4125,prosp_hl,Yes,Shi5G1420HNn4Jc,2502,,No,
30,32,Clear,No,2248,prosp_hl,Yes,i6kBuQft4HOVlBy,39767,,Yes,
45,48,Clear,No,2800,prosp_hl,Yes,WB7c5n3mGJPaKHe,48001,,No,
2,1,Completely clear,No,1881,prosp_hl,Yes,HbQCLj3Dtiyylm3,1254,,Yes,
15,24,Very unclear,No,2670,prosp_hl,Yes,R6J9OXiQTIoodTU,34927,,No,
10,6,Completely clear,No,2479,prosp_hl,No,WMGpQPqDvLw5lHw,6255,,Yes,
6,3,Completely clear,No,2589,prosp_hl,Yes,FhlcwnKRptr9Tyj,3252,,Yes,
20,24,Clear,No,963,prosp_hl,Yes,Nk8nNsKeX1iNz9k,25006,,Yes,
4,4,Completely clear,No,3870,prosp_hl,No,fZZuQVst6EVbHlJ,4251,,Yes,
25,16,Completely clear,No,2497,prosp_hl,Yes,2Y9bE7I0jP5gSAN,16002,,Yes,
45,24,Clear,No,2360,prosp_hl,Yes,kjK9DZoKvOUSRX6,41583,,Yes,
12,12,Completely clear,No,3923,prosp_hl,Yes,YCzWcYRakPoUs4E,12001,,Yes,
60,48,Completely clear,No,1884,prosp_hl,Yes,j5494xHi3MkXAT9,122649,,No,
2,3,Completely clear,No,2250,prosp_hl,Yes,wncaMzkefBbCNba,3251,,Yes,
25,24,Clear,No,52,prosp_hl,Yes,as454H8DboETBGg,27669,,No,
12,24,Clear,Yes,3871,prosp_hl,No,IYJZecxv0kpJsOZ,24143,,Yes,
12,16,Clear,No,2872,prosp_hl,Yes,o10WCOpnr1z26Uv,16251,,Yes,
1,1,Clear,No,3271,prosp_hl,Yes,aEWU16eOifGLgnS,1251,,No,
60,64,Clear,No,4128,prosp_hl,Yes,hEkVsLvMInzSEBF,64252,,No,
5,12,Completely clear,No,2019,prosp_hl,No,vXBR6HTcMKpxEAd,12252,,Yes,
6,8,Completely clear,No,2407,prosp_hl,Yes,uzWGUNowDsU4j9X,8253,,Yes,
2,2,Completely clear,No,2184,prosp_hl,Yes,7j5T0xiURxO9vGB,2603,,Yes,
5,6,Completely clear,No,351,prosp_hl,Yes,jxi2tlZiQlZmTz0,6252,,Yes,
0.2,1,Completely clear,No,757,prosp_hl,Yes,IhVKH8AvbBUNmI9,1506,,No,
10,6,Completely clear,No,722,prosp_hl,Yes,UF0V4vZB1WE1qvX,14975,,Yes,
90,48,Completely clear,No,3794,prosp_hl,Yes,pdbxnWO1AmqigQI,48251,,Yes,
10,4,Completely clear,No,1985,prosp_hl,Yes,nJuWJHYRa2JiGW1,4002,,Yes,
0.3,8,Completely clear,No,4055,prosp_hl,Yes,EJOrkOiUbWQXOdT,8252,,Yes,
2,1.5,Completely clear,No,397,prosp_hl,Yes,RoangOU3JSPfE6o,1614,,Yes,
5,8,Clear,No,2457,prosp_hl,Yes,7T4vTy7yNNdRoVT,8253,,No,
30,16,Clear,No,1067,prosp_hl,Yes,lgEGb5AHwUTuyaJ,31161,,Yes,
20,64,Clear,Yes,2467,prosp_hl,Yes,enPD8BuGqoMBqs8,36819,,Yes,
43,48,Completely clear,No,2583,prosp_hl,Yes,IIIMKOHbwXL4D23,48003,,Yes,
25,24,Clear,No,2090,prosp_hl,Yes,BGSydX1wN9wyPLG,27878,,Yes,
3,3,Clear,No,3842,prosp_hl,No,YvWP9I56SWCm5HQ,3252,,No,
20,24,Clear,No,968,prosp_hl,Yes,MaJG7cRP9WM2smG,24256,,No,
9,8,Somewhat unclear,Yes,3148,prosp_hl,Yes,6hb6FQzOwrbcvgN,8002,,Yes,
30,6,Completely clear,No,2881,prosp_hl,Yes,t6PGfmCumGYpW5k,15257,,Yes,
60,48,Completely clear,No,2141,prosp_hl,Yes,OEz3uLaFWKQoC0x,48002,,Yes,
5,4,Somewhat unclear,No,2131,prosp_hl,Yes,yTiuDqy69dYudgF,6071,,No,
5,6,Completely clear,No,731,prosp_hl,Yes,wC6NFbkAfyFHl3z,6003,,Yes,
5,32,Clear,No,2559,prosp_hl,No,zi8enfJ26v4F2Rp,34850,,No,
5,4,Completely clear,No,111,prosp_hl,Yes,noQ97faI87vAbNv,4251,,No,
50,16,Clear,Yes,641,prosp_hl,No,k5BRrPzhs2qCPsd,62045,,Yes,
2,1,Clear,No,2145,prosp_hl,Yes,lhGnU8shyyYlHlz,1475,,Yes,
2,2,Somewhat unclear,No,2566,prosp_hl,Yes,hqm6U7a7WseVWhx,2252,,Yes,
10,16,Completely clear,No,3783,prosp_hl,Yes,cH3Ns1rXayBgbTA,16251,,Yes,
45,48,Completely clear,No,2031,prosp_hl,Yes,MjE5FgZJMQsEMXm,50649,,Yes,
10,6,Clear,No,2243,prosp_hl,Yes,4Wxjw98pCaRgYiQ,6252,,Yes,
35,48,Clear,No,3170,prosp_hl,Yes,ScSU9tJMjy7OtCk,48003,,Yes,
3,3,Clear,No,881,prosp_hl,Yes,iLxu7zG8U10G86I,3251,,No,
2.5,3,Completely clear,No,2056,prosp_hl,Yes,1pRbSY5g8VexuRl,3910,,Yes,
25,24,Somewhat unclear,No,1966,prosp_hl,Yes,0F0o5panZSFlFEx,24250,,No,
7,8,Completely clear,No,915,prosp_hl,No,nGuHMWDxrMJdU78,8120,,Yes,
3,3,Clear,No,91,prosp_hl,Yes,tUJvT7hSlYqQjAI,3251,,No,
30,6,Completely clear,No,675,prosp_hl,No,EvYdnBT6yseSuIi,19045,,No,
45,64,Completely clear,No,2646,prosp_hl,Yes,xNqn9NV5MlCAiCE,64251,,Yes,
10,16,Completely clear,No,333,prosp_hl,Yes,TmFP6jiX8Hgrx1o,16002,,Yes,
10,1,Clear,No,2988,prosp_hl,Yes,4T8iA6bpsCuG0NE,14867,,Yes,
60,24,Very unclear,No,1085,prosp_hl,Yes,ddcjyZUi7ruabsq,116223,,Yes,
15,12,Clear,No,3829,prosp_hl,Yes,ozXDbJcVwM39HT6,12001,,Yes,
60,32,Clear,No,3918,prosp_hl,Yes,fjuLh2hzZNyl7T4,32502,,Yes,
7.6,6,Clear,No,2256,prosp_hl,Yes,xRJzJ06EVYVNNHL,6254,,No,
90,48,Clear,No,2802,prosp_hl,Yes,4XQv35hy0JPqiAY,58255,,No,
0.1,2,Clear,No,3826,prosp_hl,Yes,MKspv9GleBe2gq3,4514,,No,
30,12,Completely clear,No,3838,prosp_hl,Yes,lhAf0GnyY5qkcAW,68545,,Yes,
25,24,Completely clear,No,2315,prosp_hl,Yes,qKTMGTwDZOWoLPe,24260,,Yes,
30,32,Somewhat unclear,No,2860,prosp_hl,Yes,ME0nc13bNmwNQlS,37055,,No,
30,8,Completely clear,No,1663,prosp_hl,No,l9G8POJFM9uhk4v,28962,,Yes,
10,8,Clear,Yes,1040,prosp_hl,Yes,2949ODPoQGIgfmx,8003,,No,
24,16,Completely clear,No,1986,prosp_hl,Yes,FqB5iLWi8CyEtyj,16251,,No,
45,32,Clear,Yes,3921,prosp_hl,Yes,Mu3Oe8iEe4C2v8i,44916,,Yes,
60,32,Clear,No,2377,prosp_hl,Yes,cM54EPud0b7zv45,57637,,Yes,
0.6,16,Somewhat unclear,Yes,1074,prosp_hl,Yes,mMAImmTi1PKGChJ,55825,,Yes,
5,6,Completely clear,No,2642,prosp_hl,Yes,olBIx6q5VVnM6dA,6251,,Yes,
20,12,Somewhat unclear,Yes,3749,prosp_hl,Yes,A1NjfRrQ7NckHkq,12000,,No,
10,12,Somewhat unclear,No,3718,prosp_hl,Yes,6XzJ8rA7hycMWI6,13780,,Yes,
2,2,Completely clear,No,3230,prosp_hl,Yes,goCoHVJg48TTu1m,2001,,Yes,
6,8,Completely clear,No,1043,prosp_hl,Yes,tYRRbj2avI7z7Dy,8002,,Yes,
30,24,Clear,Yes,2836,prosp_hl,Yes,Ak27HbrK2bWB0MW,24252,,No,
20,16,Completely clear,No,4248,prosp_hl,Yes,I8mPyHapcKht889,16257,,No,
25,6,Somewhat unclear,Yes,2676,prosp_hl,Yes,qCic7qpumREovdw,6004,,Yes,
10,24,Completely clear,No,2787,prosp_hl,Yes,DnQ5D9O01QNj60n,24252,,Yes,
20,24,Somewhat unclear,Yes,4022,prosp_hl,Yes,VAXhTkCfJq292k7,24001,,Yes,
5,6,Completely clear,No,914,prosp_hl,Yes,Mxv88WwaCHN2Rbv,6252,,Yes,
1,12,Completely clear,No,829,prosp_hl,No,fmsPcH88RdRg39B,13298,,No,
10,8,Completely clear,No,3917,prosp_hl,Yes,IJTiNMJbEhfE2Ve,8439,,Yes,
3,3,Completely clear,No,2528,prosp_hl,Yes,uUry0FEOKTS3DlX,3002,,No,
75,64,Clear,No,1595,prosp_hl,Yes,5NRGItYaCeJUzc0,64253,,Yes,
1,24,Clear,Yes,1087,prosp_hl,Yes,IBGqq6xxLihQJql,34444,,Yes,
15,24,Clear,No,2953,prosp_hl,Yes,ZWwosmWUrGJmXqD,47526,,No,
10,32,Completely clear,No,2264,prosp_hl,Yes,FqqWrlfVHHUhghL,32506,,Yes,
20,12,Clear,No,4020,prosp_hl,Yes,wmlOQigvZFSKNEg,12185,,No,
10,12,Completely clear,No,3294,prosp_hl,Yes,lYQ1KtIHVmOoiI9,12000,,No,
30,16,Completely clear,No,944,prosp_hl,Yes,j8cSlCy1ecDgS4t,16252,,No,
2.5,2,Completely clear,No,3029,prosp_hl,Yes,agwR2xxfnfaKuy5,2252,,Yes,
4,4,Clear,No,1620,prosp_hl,Yes,q43fKxn4oUW1A4q,4250,,Yes,
60,64,Completely clear,No,1654,prosp_hl,Yes,IP3PDI7p8onw5ho,64426,,Yes,
10,12,Clear,No,4027,prosp_hl,Yes,rMXUry1e4PSEH9F,12005,,Yes,
2,2,Completely clear,No,2441,prosp_hl,Yes,4F9nJBcZkfwFCbQ,2250,,No,
45,32,Clear,No,3893,prosp_hl,Yes,se0XADnwpduQlZI,112622,,No,
1,1,Clear,No,2134,prosp_hl,Yes,ZFOryKxEwEEj4zW,1250,,Yes,
3,2,Completely clear,No,855,prosp_hl,Yes,agIIsKW3PV63W97,2174,,No,
10,8,Completely clear,No,2443,prosp_hl,Yes,WEn5IGEI8jWjULG,8255,,Yes,
4,6,Clear,No,3102,prosp_hl,Yes,dQtGdqY3o83WGW1,6253,,Yes,
10,8,Completely clear,No,2075,prosp_hl,Yes,ZHeonSMxWs2DykP,8251,,No,
2,3,Clear,No,2275,prosp_hl,Yes,cKfPcxePyNmtjSK,3003,,No,
3,3,Completely clear,No,3067,prosp_hl,Yes,FFhSn8jPH8zL3uU,3002,,Yes,
50,48,Completely clear,No,2100,prosp_hl,Yes,sf9v2AYrBBVKXO6,48255,,Yes,
15,32,Clear,No,756,prosp_hl,Yes,oWXbBvzqg13o9Wi,32252,,No,
30,64,Clear,No,1025,prosp_hl,Yes,ABqzy5BdOi2Fskv,63807,,No,
5,4,Completely clear,No,3227,prosp_hl,Yes,5CrA1z8NWvw5Bad,4005,,Yes,
2,16,Completely clear,No,2063,prosp_hl,No,M7UFsa2yCiTYJoW,16057,,No,
1,1,Somewhat unclear,Yes,1556,prosp_hl,Yes,h2KRYVdd72bEGyp,1287,,Yes,
1,24,Clear,Yes,976,prosp_hl,Yes,hgVGdQ3ukSEl1RK,24359,,No,
3,2,Clear,No,4053,prosp_hl,Yes,OdhTr5c9NPCp4zF,2001,,Yes,
0.6,24,Completely clear,Yes,824,prosp_hl,Yes,abzvuq0SmTqzNmJ,33867,,Yes,
